Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
06:59:00 21/10/2018,27.59,26.84,16.99,16.99,289.4,301.9,312,1.915,2.258,2.638,8.36,88.5,1020,61200,1020,1020,61200,1020,1020,
07:59:00 21/10/2018,104,42.97,310,310,291.8,300.2,308.7,2.292,2.663,3.063,8.892,87.76,1020,61200,1020,1020,61200,1020,1020,
08:59:00 21/10/2018,260.8,75.25,554.7,554.7,277.2,287.4,296.7,3.03,3.493,4,10.7,84.02,1020,61200,1020,1020,61200,1020,1020,
09:59:00 21/10/2018,271.6,168.4,304.5,304.5,280.9,288.9,296.7,3.392,3.943,4.54,12.54,78.52,1020,61200,1020,1020,61200,1020,1020,
10:59:00 21/10/2018,269.2,199.4,182.7,182.7,275.2,287,296.9,3.268,3.822,4.37,13.08,77.03,1019,61160,1019,1019,61160,1019,1019,
11:59:00 21/10/2018,171.3,171.8,0.9996,0.9996,280.7,290.8,301,3.128,3.667,4.222,13.53,75.32,1019,61140,1019,1019,61140,1019,1019,
12:59:00 21/10/2018,150,150.6,0.4538,0.4538,279.9,291.4,302.6,2.867,3.403,3.99,13.71,75.25,1018,61080,1018,1018,61080,1018,1018,
13:59:00 21/10/2018,133.1,133.3,2.503,2.503,266.8,280.6,292.7,3.183,3.833,4.57,13.63,75.69,1018,61070,1018,1018,61070,1018,1018,
14:59:00 21/10/2018,36.28,36.41,0.05084,0.05084,274,285.1,295.5,3.545,4.093,4.605,13.53,77.93,1017,61020,1017,1017,61020,1017,1017,
15:59:00 21/10/2018,12.44,12.5,-0.03829,-0.03829,268.3,280.2,291.1,3.583,4.297,5,13.28,81.92,1016,60980,1016,1016,60980,1016,1016,
16:59:00 21/10/2018,0.01607,0.02633,-0.05068,-0.05068,265.8,277.4,288.6,3.772,4.445,5.103,13.27,84.29,1016,60960,1016,1016,60960,1016,1016,
17:59:00 21/10/2018,-0.5587,-0.5286,-0.1525,-0.1525,260,272.9,284.9,3.872,4.703,5.557,13.14,85.56,1016,60960,1016,1016,60960,1016,1016,
18:59:00 21/10/2018,-0.7472,-0.7023,-0.2417,-0.2417,264.8,278.3,291.1,3.538,4.153,4.822,13.1,85.1,1016,60960,1016,1016,60960,1016,1016,
19:59:00 21/10/2018,-0.2631,-0.2434,-0.06137,-0.06137,270.1,281.8,292.9,3.795,4.435,5.058,13.3,84,1015,60920,1015,1015,60920,1015,1015,
20:59:00 21/10/2018,-0.2852,-0.2733,-0.06654,-0.06654,271.2,281.9,293.2,3.747,4.425,5.083,13.33,83.44,1015,60900,1015,1015,60900,1015,1015,
21:59:00 21/10/2018,-0.2529,-0.2455,-0.0519,-0.0519,272.4,283.5,293.8,3.783,4.448,5.075,13.29,83.62,1015,60900,1015,1015,60900,1015,1015,
22:59:00 21/10/2018,-0.384,-0.3714,-0.08783,-0.08783,275.6,284.9,293.8,4.032,4.742,5.498,13.21,83.55,1015,60880,1015,1015,60880,1015,1015,
23:59:00 21/10/2018,-0.8314,-0.7982,-0.1699,-0.1699,277.5,287.5,296.7,3.647,4.367,5.045,12.94,84.39,1014,60840,1014,1014,60840,1014,1014,
00:59:00 22/10/2018,-0.3521,-0.3593,-0.05447,-0.05447,262.4,272.5,280.9,4.128,4.755,5.452,12.23,91.17,1014,60840,1014,1014,60840,1014,1014,
01:59:00 22/10/2018,-0.3536,-0.3487,-0.03582,-0.03582,292.9,301,309.7,3.748,4.528,5.253,11.61,91.28,1014,60840,1014,1014,60840,1014,1014,
02:59:00 22/10/2018,-0.5861,-0.6104,-0.04983,-0.04983,291.8,304.7,316.7,3.095,3.88,4.77,11.02,88.6,1014,60850,1014,1014,60850,1014,1014,
03:59:00 22/10/2018,-0.7567,-0.8315,-0.09452,-0.09452,300,310.9,321.1,3.97,4.76,5.557,10.39,83.06,1015,60900,1015,1015,60900,1015,1015,
04:59:00 22/10/2018,-2.235,-2.377,-0.603,-0.603,311.2,317.6,323.6,4.583,5.212,5.827,9.623,81.31,1015,60920,1015,1015,60920,1015,1015,
05:59:00 22/10/2018,-0.9498,-1.179,-0.721,-0.721,311.4,316.3,321.2,4.47,4.973,5.465,8.822,83.78,1016,60960,1016,1016,60960,1016,1016,
06:59:00 22/10/2018,39.39,25.24,161.5,161.5,309.1,315.3,321.2,5.215,5.877,6.505,9.12,80.44,1016,60980,1016,1016,60980,1016,1016,
07:59:00 22/10/2018,141.6,55.75,466.2,466.2,307.9,314.9,321.8,5.533,6.333,7.145,9.597,73.94,1017,61020,1017,1017,61020,1017,1017,
08:59:00 22/10/2018,249.3,69.83,638.9,638.9,310.6,317.9,325.3,6.078,7.017,7.907,10.17,67.84,1017,61030,1017,1017,61030,1017,1017,
09:59:00 22/10/2018,309.8,87.86,635,635,311.8,319.3,321,6.977,8.163,9.252,10.44,60.93,1018,61080,1018,1018,61080,1018,1018,
10:59:00 22/10/2018,380,96.13,734.9,734.9,307.6,316,324.8,6.608,7.783,8.892,10.69,58.3,1018,61080,1018,1018,61080,1018,1018,
11:59:00 22/10/2018,327.9,160.9,436.7,436.7,308.9,317.6,326.3,6.645,7.732,8.792,10.78,59.58,1018,61080,1018,1018,61080,1018,1018,
12:59:00 22/10/2018,239.3,135.7,309.1,309.1,308,316.6,324.4,6.147,7.07,8.007,10.75,58.54,1018,61080,1018,1018,61080,1018,1018,
13:59:00 22/10/2018,193.7,111.4,309.8,309.8,297.6,308.8,319.5,6.253,7.418,8.553,10.86,56.61,1018,61080,1018,1018,61080,1018,1018,
14:59:00 22/10/2018,87.16,57.97,194.2,194.2,310,317.7,326.2,5.583,6.387,7.17,10.37,58.58,1018,61080,1018,1018,61080,1018,1018,
15:59:00 22/10/2018,19.01,14.82,49.39,49.39,303.5,312.4,321,4.337,5.047,5.675,9.893,60.5,1018,61080,1018,1018,61080,1018,1018,
16:59:00 22/10/2018,-2.185,-2.243,-0.809,-0.809,295.8,305.8,314.8,4.002,4.612,5.268,9.395,63.7,1018,61080,1018,1018,61080,1018,1018,
17:59:00 22/10/2018,-2.46,-2.488,-0.8681,-0.8681,284.3,295.4,305.2,3.072,3.707,4.368,8.665,67.5,1017,61020,1017,1017,61020,1017,1017,
18:59:00 22/10/2018,-2.226,-2.21,-0.8255,-0.8255,261.5,270.8,280.7,3.887,4.775,5.63,8.088,68.91,1017,61020,1017,1017,61020,1017,1017,
19:59:00 22/10/2018,-1.958,-1.881,-0.6721,-0.6721,253.7,261,268.4,4.535,5.3,5.985,7.817,71.5,1016,60970,1016,1016,60970,1016,1016,
20:59:00 22/10/2018,-0.8925,-0.8311,-0.303,-0.303,250.5,256.6,263.1,4.607,5.19,5.722,7.575,74.4,1015,60920,1015,1015,60920,1015,1015,
21:59:00 22/10/2018,-0.5415,-0.4984,-0.2156,-0.2156,253.9,262.8,271.9,4.61,5.395,6.145,8.128,76.01,1014,60830,1014,1014,60830,1014,1014,
22:59:00 22/10/2018,-1.513,-1.307,-0.8179,-0.8179,249.9,258.7,269.5,4.76,5.767,6.642,8.018,80.91,1012,60710,1012,1012,60710,1012,1012,
23:59:00 22/10/2018,-0.8791,-0.6767,-0.8333,-0.8333,256.1,267.1,278.1,4.983,5.782,6.603,7.938,82.6,1010,60600,1010,1010,60600,1010,1010,
00:59:00 23/10/2018,-0.2988,-0.1907,-0.6838,-0.6838,252.8,264.1,277.1,5.317,6.332,7.362,7.983,85.06,1007,60430,1007,1007,60430,1007,1007,
01:59:00 23/10/2018,-0.05833,-0.04162,-0.3397,-0.3397,252.6,265.9,279.3,5.877,7.028,8.192,8.33,88.63,1005,60280,1005,1005,60280,1005,1005,
02:59:00 23/10/2018,-0.04865,-0.05185,-0.2386,-0.2386,281.3,295.2,307.5,5.373,6.495,7.643,9.127,88.21,1003,60160,1003,1003,60160,1003,1003,
03:59:00 23/10/2018,-0.04108,-0.05261,-0.191,-0.191,270.2,283,295.6,5.615,6.725,7.778,9.432,88.8,1001,60040,1001,1001,60040,1001,1001,
04:59:00 23/10/2018,-0.007056,-0.008647,-0.1123,-0.1123,267.7,281.8,296.2,5.82,7.177,8.492,9.62,88.78,998.3,59900,998.3,998.3,59900,998.3,998.3,
05:59:00 23/10/2018,0.1922,0.1716,-0.06436,-0.06436,271.8,288.2,302.4,5.853,7.32,8.643,9.853,88.97,996.7,59800,996.7,996.7,59800,996.7,996.7,
06:59:00 23/10/2018,6.944,6.921,0.04004,0.04004,277.7,292.4,305.1,5.858,7.498,9.175,10.41,86.15,995.6,59740,995.6,995.6,59740,995.6,995.6,
07:59:00 23/10/2018,15.63,15.58,0.119,0.119,285.7,301.7,304.6,6.058,7.682,9.215,10.72,84.5,994.8,59690,994.8,994.8,59690,994.8,994.8,
08:59:00 23/10/2018,39.82,39.96,-0.2339,-0.2339,289.2,304.1,317.2,5.552,7.02,8.333,10.62,82.39,994.7,59680,994.7,994.7,59680,994.7,994.7,
09:59:00 23/10/2018,141,136.7,16.57,16.57,288.5,301.7,314.6,6.213,7.603,8.952,11.12,77.13,994.4,59660,994.4,994.4,59660,994.4,994.4,
10:59:00 23/10/2018,98.32,98.6,0.56,0.56,288.8,302.3,315.8,6.102,7.53,8.915,11.56,74.42,994,59640,994,994,59640,994,994,
11:59:00 23/10/2018,118,115.8,7.555,7.555,288.7,301.7,314.9,6.867,8.337,9.827,11.86,74.77,993.4,59600,993.4,993.4,59600,993.4,993.4,
12:59:00 23/10/2018,157.1,125.4,99.4,99.4,286.2,300.5,313.1,5.717,7.143,8.555,12.02,74.55,992.8,59570,992.8,992.8,59570,992.8,992.8,
13:59:00 23/10/2018,145.7,125.1,77.41,77.41,295.3,307.4,313.3,6.767,8.503,10.08,12.27,69.64,992.5,59550,992.5,992.5,59550,992.5,992.5,
14:59:00 23/10/2018,69.9,69.62,3.466,3.466,296,307.6,313.1,6.057,7.578,9.03,12.02,69.62,992.5,59550,992.5,992.5,59550,992.5,992.5,
15:59:00 23/10/2018,16.47,16.55,0.1348,0.1348,297.7,310.6,322.9,5.055,6.523,7.932,11.81,69.3,992.8,59570,992.8,992.8,59570,992.8,992.8,
16:59:00 23/10/2018,-0.5036,-0.5114,-0.1635,-0.1635,298,310.4,315,5.338,6.45,7.618,11.36,70.06,993.3,59600,993.3,993.3,59600,993.3,993.3,
17:59:00 23/10/2018,-0.8335,-0.8663,-0.2524,-0.2524,299.7,310.3,322,5.703,7.133,8.545,11,70.05,993.5,59610,993.5,993.5,59610,993.5,993.5,
18:59:00 23/10/2018,-1.171,-1.222,-0.3592,-0.3592,300.3,311.4,316.1,6.42,7.732,8.958,10.63,68.14,993.9,59630,993.9,993.9,59630,993.9,993.9,
19:59:00 23/10/2018,-1.526,-1.544,-0.4794,-0.4794,295.7,309.2,323,6.572,7.838,9.202,10.5,67.96,994.2,59650,994.2,994.2,59650,994.2,994.2,
20:59:00 23/10/2018,-1.942,-2.045,-0.6142,-0.6142,306.6,318,322.5,6.35,7.652,8.922,10.36,55.91,995.1,59710,995.1,995.1,59710,995.1,995.1,
21:59:00 23/10/2018,-2.06,-2.054,-0.7794,-0.7794,308.7,319.5,329.9,5.62,6.93,8.173,9.743,58.26,995.8,59750,995.8,995.8,59750,995.8,995.8,
22:59:00 23/10/2018,-2.117,-2.093,-0.7792,-0.7792,314.7,324.6,333.1,3.517,4.307,5.158,8.62,65.48,996.8,59810,996.8,996.8,59810,996.8,996.8,
23:59:00 23/10/2018,-2.348,-2.436,-0.6752,-0.6752,315.9,316.1,321.1,3.442,4.387,5.368,8.458,56.24,997.8,59870,997.8,997.8,59870,997.8,997.8,
00:59:00 24/10/2018,-2.031,-2.175,-0.5948,-0.5948,309.6,319.3,328.4,2.327,3.18,4.035,7.578,53.8,998.7,59920,998.7,998.7,59920,998.7,998.7,
01:59:00 24/10/2018,-2.002,-2.074,-1.064,-1.064,307.4,317,313.7,2.797,3.393,4.002,6.988,62.1,999.4,59960,999.4,999.4,59960,999.4,999.4,
02:59:00 24/10/2018,-0.9059,-0.9838,-0.7689,-0.7689,319,327.5,328.7,2.335,2.873,3.385,5.205,79.48,1000,60000,1000,1000,60000,1000,1000,
03:59:00 24/10/2018,-0.9356,-1.074,-0.7671,-0.7671,283.7,292.3,301.4,2.435,3.033,3.642,5.135,81.24,1001,60040,1001,1001,60040,1001,1001,
04:59:00 24/10/2018,-0.7359,-1.031,-0.7693,-0.7693,307.7,317.2,326.2,2.897,3.535,4.157,5.945,74.76,1001,60080,1001,1001,60080,1001,1001,
05:59:00 24/10/2018,-0.512,-0.824,-0.8257,-0.8257,306.8,315.8,323.9,1.973,2.663,3.388,5.875,76.4,1002,60130,1002,1002,60130,1002,1002,
06:59:00 24/10/2018,58.38,14.78,275.5,275.5,317.5,326.9,328,2.763,3.58,4.363,6.148,66.38,1004,60210,1004,1004,60210,1004,1004,
07:59:00 24/10/2018,117.9,33.86,605.5,605.5,326.6,331.7,337.2,4.047,4.635,5.215,7.013,53.57,1004,60260,1004,1004,60260,1004,1004,
08:59:00 24/10/2018,245.8,50.96,721.1,721.1,320.5,327,333.9,4.35,5.033,5.67,8.343,53.42,1005,60310,1005,1005,60310,1005,1005,
09:59:00 24/10/2018,317.5,52.23,769.3,769.3,328.9,336.2,302.3,5.165,5.93,6.685,9.078,47.15,1006,60380,1006,1006,60380,1006,1006,
10:59:00 24/10/2018,365.3,51,833.3,833.3,327.2,333.4,339.5,5.503,6.19,6.927,9.418,45.23,1007,60420,1007,1007,60420,1007,1007,
11:59:00 24/10/2018,350.1,63.34,767.5,767.5,317.6,324.3,307.3,4.958,5.777,6.613,9.882,42.61,1007,60430,1007,1007,60430,1007,1007,
12:59:00 24/10/2018,317.6,88.47,685.6,685.6,315.1,321.7,322.1,5.653,6.32,6.935,10.02,44.53,1008,60480,1008,1008,60480,1008,1008,
13:59:00 24/10/2018,210.4,49.03,620.7,620.7,316.8,322.2,327.6,5.353,5.99,6.635,9.78,46.64,1008,60460,1008,1008,60460,1008,1008,
14:59:00 24/10/2018,102.1,34.05,439,439,307.9,315.3,322.5,4.792,5.412,6.053,9.198,50.28,1008,60480,1008,1008,60480,1008,1008,
15:59:00 24/10/2018,15.44,8.998,81.65,81.65,293.1,301.7,309.8,2.163,2.635,3.235,8.333,56.54,1008,60480,1008,1008,60480,1008,1008,
16:59:00 24/10/2018,-2.621,-2.513,-0.8591,-0.8591,263.3,267.9,272.4,3.197,3.623,4.053,7.502,63.39,1007,60420,1007,1007,60420,1007,1007,
17:59:00 24/10/2018,-1.909,-1.894,-0.7796,-0.7796,267.1,275.9,285.5,2.792,3.538,4.31,7.113,68.42,1007,60420,1007,1007,60420,1007,1007,
18:59:00 24/10/2018,-1.781,-1.878,-0.6778,-0.6778,278.3,289.8,301.1,2.338,2.958,3.627,7.432,69.64,1006,60370,1006,1006,60370,1006,1006,
19:59:00 24/10/2018,-1.174,-1.223,-0.4885,-0.4885,271.1,280.6,290,2.267,2.903,3.56,7.535,74.31,1006,60360,1006,1006,60360,1006,1006,
20:59:00 24/10/2018,-0.4078,-0.4094,-0.1697,-0.1697,258.6,266.5,274.8,3.505,4.117,4.737,7.993,76.12,1004,60270,1004,1004,60270,1004,1004,
21:59:00 24/10/2018,-0.8391,-0.8398,-0.2483,-0.2483,258.4,263.6,268.7,3.63,4.088,4.507,7.275,87.41,1004,60220,1004,1004,60220,1004,1004,
22:59:00 24/10/2018,-0.05223,-0.07598,-0.07564,-0.07564,263.2,273.9,281.1,3.695,4.325,4.952,7.643,92,1002,60120,1002,1002,60120,1002,1002,
23:59:00 24/10/2018,0.07448,0.03381,-0.09991,-0.09991,276.1,287.1,297.4,3.405,4.153,4.982,8.942,92.84,1001,60030,1001,1001,60030,1001,1001,
00:59:00 25/10/2018,-0.007666,-0.032,-0.06037,-0.06037,292.8,304.4,316.2,5.582,6.657,7.882,10.16,91.66,999.3,59960,999.3,999.3,59960,999.3,999.3,
01:59:00 25/10/2018,0.3732,0.3531,0.1097,0.1097,292,304.5,317.2,5.798,6.892,7.927,10.51,86.36,998.3,59900,998.3,998.3,59900,998.3,998.3,
02:59:00 25/10/2018,0.3682,0.2255,0.09654,0.09654,284.4,299.3,313,5.3,6.705,7.993,10.79,83.72,997.2,59830,997.2,997.2,59830,997.2,997.2,
03:59:00 25/10/2018,-0.5228,-0.6591,0.02742,0.02742,282.9,298.6,314,5.28,6.75,8.173,10.6,83.8,996.6,59790,996.6,996.6,59790,996.6,996.6,
04:59:00 25/10/2018,-0.9185,-1.082,-0.05296,-0.05296,287.1,300.8,314,5.62,6.82,7.932,10.6,78.26,996.3,59780,996.3,996.3,59780,996.3,996.3,
05:59:00 25/10/2018,-0.2943,-0.3262,-0.1119,-0.1119,290.9,302.5,314.4,5.752,6.937,8.132,10.64,73.12,996.1,59760,996.1,996.1,59760,996.1,996.1,
06:59:00 25/10/2018,9.262,9.287,-0.07983,-0.07983,289.4,302.8,315.7,5.815,6.985,8.16,10.44,70.2,995.7,59740,995.7,995.7,59740,995.7,995.7,
07:59:00 25/10/2018,61.29,61.01,3.098,3.098,296.1,308.3,319.5,6.53,7.88,9.267,10.32,71.94,995.8,59750,995.8,995.8,59750,995.8,995.8,
08:59:00 25/10/2018,105.6,104.3,6.783,6.783,295,308.1,321.8,6.258,7.502,8.695,10.4,72.31,996.2,59770,996.2,996.2,59770,996.2,996.2,
09:59:00 25/10/2018,195.3,172,71.25,71.25,299,309.8,320,6.685,7.903,9.143,10.72,70.63,996.4,59790,996.4,996.4,59790,996.4,996.4,
10:59:00 25/10/2018,223.2,171.2,141.7,141.7,302.1,313.1,324,6.442,7.722,8.958,11.1,66.31,996.7,59800,996.7,996.7,59800,996.7,996.7,
11:59:00 25/10/2018,155.5,155.2,2.722,2.722,299.3,310.6,320.8,6.075,7.412,8.69,11.19,66.9,996.9,59810,996.9,996.9,59810,996.9,996.9,
12:59:00 25/10/2018,133.9,129.7,14.07,14.07,297,309.5,321.6,6.203,7.318,8.502,11.23,67.23,996.9,59810,996.9,996.9,59810,996.9,996.9,
13:59:00 25/10/2018,90.62,90.03,3.602,3.602,297,308.7,320.4,6.412,7.75,8.932,11.08,67.27,997,59820,997,997,59820,997,997,
14:59:00 25/10/2018,34.15,34.28,-0.05229,-0.05229,297.4,308.3,318.1,4.977,6.132,7.202,10.9,69.19,997.3,59840,997.3,997.3,59840,997.3,997.3,
15:59:00 25/10/2018,6.048,6.077,-0.3229,-0.3229,301.3,311.8,321.1,4.6,5.457,6.303,10.51,72.43,997.7,59860,997.7,997.7,59860,997.7,997.7,
16:59:00 25/10/2018,-1.227,-1.122,-0.7176,-0.7176,301.4,311.4,321.2,4.848,5.657,6.56,9.835,76.11,998.1,59890,998.1,998.1,59890,998.1,998.1,
17:59:00 25/10/2018,-1.131,-1.018,-0.5691,-0.5691,300.3,310.4,320.6,4.8,5.603,6.447,9.845,72.82,998.7,59920,998.7,998.7,59920,998.7,998.7,
18:59:00 25/10/2018,-0.5729,-0.6845,-0.2806,-0.2806,305.9,314.9,322.6,4.8,5.463,6.105,9.652,72.67,999,59940,999,999,59940,999,999,
19:59:00 25/10/2018,-1.86,-1.969,-0.5782,-0.5782,302,310.2,318.3,3.645,4.27,4.935,9.087,75.83,999,59940,999,999,59940,999,999,
20:59:00 25/10/2018,-1.433,-1.539,-0.5508,-0.5508,289.5,300,309.9,3.597,4.263,4.905,8.782,77.53,999.3,59960,999.3,999.3,59960,999.3,999.3,
21:59:00 25/10/2018,-0.8647,-0.9119,-0.2992,-0.2992,293.8,304.6,314.1,3.908,4.548,5.218,8.883,76.78,999.3,59960,999.3,999.3,59960,999.3,999.3,
22:59:00 25/10/2018,-0.8061,-0.8122,-0.2263,-0.2263,287.1,297.4,307.2,2.57,3.165,3.76,8.555,79.3,999.5,59970,999.5,999.5,59970,999.5,999.5,
23:59:00 25/10/2018,-0.8612,-0.9099,-0.2969,-0.2969,291.4,301.6,310.5,2.845,3.505,4.183,8.545,78.94,999.3,59960,999.3,999.3,59960,999.3,999.3,
00:59:00 26/10/2018,-0.7578,-0.7767,-0.2329,-0.2329,289.6,301.1,312,3.113,3.795,4.522,8.588,76.63,999,59940,999,999,59940,999,999,
01:59:00 26/10/2018,-2.019,-2.039,-0.5849,-0.5849,272.8,284.7,296.8,2.553,3.22,3.98,7.943,77.44,998.8,59930,998.8,998.8,59930,998.8,998.8,
02:59:00 26/10/2018,-2.173,-2.189,-0.7589,-0.7589,264.9,273.4,283.4,2.905,3.635,4.358,7.448,77.82,998.5,59910,998.5,998.5,59910,998.5,998.5,
03:59:00 26/10/2018,-1.875,-1.78,-0.6144,-0.6144,254.7,260.3,267.4,3.6,4.143,4.642,6.965,79.32,998.1,59890,998.1,998.1,59890,998.1,998.1,
04:59:00 26/10/2018,-1.983,-1.899,-0.5843,-0.5843,251.7,256.7,262.4,4.293,4.743,5.125,6.243,86.23,997.7,59860,997.7,997.7,59860,997.7,997.7,
05:59:00 26/10/2018,-1.005,-0.8839,-0.6301,-0.6301,259.1,264.8,271.1,2.985,3.432,3.838,5.723,88.83,997.2,59830,997.2,997.2,59830,997.2,997.2,
06:59:00 26/10/2018,29.3,24.23,54.3,54.3,253.6,262.2,272.6,3.407,3.932,4.427,5.715,89.64,997.2,59830,997.2,997.2,59830,997.2,997.2,
07:59:00 26/10/2018,43.67,39.72,34.84,34.84,246.1,253.5,256.4,3.4,3.965,4.49,6.892,87.38,996.6,59790,996.6,996.6,59790,996.6,996.6,
08:59:00 26/10/2018,67.98,68.22,-0.1143,-0.1143,257.7,270.9,280.2,2.488,2.995,3.455,7.567,85.77,996,59760,996,996,59760,996,996,
09:59:00 26/10/2018,53.93,54.12,-0.064,-0.064,202.7,224.8,235.5,1.722,2.15,2.637,7.95,88.74,994.8,59690,994.8,994.8,59690,994.8,994.8,
10:59:00 26/10/2018,68.68,68.82,0.07802,0.07802,185.6,215.6,233.7,1.343,1.883,2.417,8.282,91.09,993.5,59610,993.5,993.5,59610,993.5,993.5,
11:59:00 26/10/2018,155.9,153.6,5.744,5.744,238,259.6,268.9,2.003,2.703,3.462,9.45,90.11,992.3,59540,992.3,992.3,59540,992.3,992.3,
12:59:00 26/10/2018,108.1,108.2,0.4386,0.4386,248.3,262.3,277.7,2.618,3.342,4.113,10.48,87.86,991.5,59490,991.5,991.5,59490,991.5,991.5,
13:59:00 26/10/2018,64.4,64.37,0.1857,0.1857,244.2,255.6,268.4,4.145,5.118,6.092,10.68,85.04,990.7,59440,990.7,990.7,59440,990.7,990.7,
14:59:00 26/10/2018,36.71,36.78,0.05074,0.05074,248.6,259.2,272,4.375,5.205,6.02,10.35,85.33,990.1,59410,990.1,990.1,59410,990.1,990.1,
15:59:00 26/10/2018,5.679,5.656,-0.1417,-0.1417,254.4,270,284.6,3.418,4.17,4.955,10.06,87.79,989.5,59370,989.5,989.5,59370,989.5,989.5,
16:59:00 26/10/2018,-0.8226,-0.7589,-0.1511,-0.1511,252.2,264.4,276.5,4.102,4.83,5.572,9.83,87.61,989.1,59350,989.1,989.1,59350,989.1,989.1,
17:59:00 26/10/2018,-0.9887,-0.9168,-0.279,-0.279,256.5,266.8,278.1,4.025,4.773,5.487,9.558,88.52,988.9,59330,988.9,988.9,59330,988.9,988.9,
18:59:00 26/10/2018,-1.534,-1.408,-0.5607,-0.5607,261.8,275.3,289.4,3.503,4.363,5.218,9.027,82.89,988.5,59310,988.5,988.5,59310,988.5,988.5,
19:59:00 26/10/2018,-1.403,-1.269,-0.4905,-0.4905,257.6,266.7,276.2,4.028,4.812,5.523,8.6,79.82,988.1,59290,988.1,988.1,59290,988.1,988.1,
20:59:00 26/10/2018,-2.097,-1.862,-0.5863,-0.5863,246.1,253.8,262.5,4.335,4.967,5.54,8.072,80.92,987.7,59260,987.7,987.7,59260,987.7,987.7,
21:59:00 26/10/2018,-2.299,-2.02,-0.5693,-0.5693,240.4,253.3,268.8,3.083,3.69,4.318,7.248,82.85,987.2,59230,987.2,987.2,59230,987.2,987.2,
22:59:00 26/10/2018,-2.098,-1.822,-0.571,-0.571,241.7,251.7,263.8,3.832,4.65,5.453,7.027,82.49,986.5,59190,986.5,986.5,59190,986.5,986.5,
23:59:00 26/10/2018,-1.863,-1.601,-0.542,-0.542,242.3,254.3,266.2,4.222,5.032,5.823,7.023,81.51,986,59160,986,986,59160,986,986,
00:59:00 27/10/2018,-2.283,-2.055,-0.6413,-0.6413,239.1,249.2,259,4.262,5.085,5.862,6.772,81.98,985.5,59130,985.5,985.5,59130,985.5,985.5,
01:59:00 27/10/2018,-0.8964,-0.8138,-0.4867,-0.4867,246.5,253.7,261.7,5.145,5.928,6.62,6.377,83.03,985.3,59120,985.3,985.3,59120,985.3,985.3,
02:59:00 27/10/2018,-0.3095,-0.2942,-0.3263,-0.3263,243.3,250.1,257.2,4.745,5.355,5.903,6.07,87.97,985,59100,985,985,59100,985,985,
03:59:00 27/10/2018,-0.649,-0.6019,-0.3662,-0.3662,248.2,255.9,263.3,4.783,5.418,5.997,6.042,89.16,984.8,59090,984.8,984.8,59090,984.8,984.8,
04:59:00 27/10/2018,-0.3845,-0.384,-0.3065,-0.3065,247.5,256.7,265.3,4.99,5.87,6.688,5.482,85.49,984.8,59090,984.8,984.8,59090,984.8,984.8,
05:59:00 27/10/2018,-0.2324,-0.2014,-0.2697,-0.2697,247.9,255.9,264,4.035,4.808,5.522,5.335,88.5,984.8,59090,984.8,984.8,59090,984.8,984.8,
06:59:00 27/10/2018,8.679,8.692,-0.07721,-0.07721,304.5,314.2,317.9,2.657,3.415,4.15,5.41,90.13,985.9,59160,985.9,985.9,59160,985.9,985.9,
07:59:00 27/10/2018,21.38,21.58,-0.1378,-0.1378,294.6,253.9,171.4,3.875,4.837,5.825,3.745,88.27,988.2,59290,988.2,988.2,59290,988.2,988.2,
08:59:00 27/10/2018,46.74,46.91,0.02078,0.02078,296.1,208.3,125,3.945,5.197,6.408,2.927,86.25,990.7,59440,990.7,990.7,59440,990.7,990.7,
09:59:00 27/10/2018,75.68,75.97,0.2203,0.2203,299.1,193.8,136.6,4.397,5.407,6.48,3.067,83.08,993,59580,993,993,59580,993,993,
10:59:00 27/10/2018,115,115.3,0.1181,0.1181,325.2,254.6,171,3.757,4.69,5.592,3.082,82.54,995.1,59710,995.1,995.1,59710,995.1,995.1,
11:59:00 27/10/2018,87.45,87.78,0.01691,0.01691,309.6,265.6,198.2,4.12,5.005,5.952,3.482,79.26,996.8,59810,996.8,996.8,59810,996.8,996.8,
12:59:00 27/10/2018,74.3,74.51,-0.186,-0.186,324.4,322.4,272.9,3.662,4.668,5.493,3.392,80.25,998.2,59890,998.2,998.2,59890,998.2,998.2,
13:59:00 27/10/2018,76.34,76.65,-0.1022,-0.1022,332.2,323.6,254.1,4.062,4.802,5.532,3.953,76.97,999.4,59960,999.4,999.4,59960,999.4,999.4,
14:59:00 27/10/2018,34.06,41.58,-0.08077,-0.08077,324.5,326.3,303.6,3.718,4.572,5.345,4.048,76.02,1001,60030,1001,1001,60030,1001,1001,
15:59:00 27/10/2018,6.777,8.868,-0.1947,-0.1947,325.8,334.8,318.8,3.285,3.997,4.728,3.793,76.9,1002,60140,1002,1002,60140,1002,1002,
16:59:00 27/10/2018,-0.6791,-0.6969,-0.2783,-0.2783,325.1,328,282,3.285,4.045,4.755,3.673,75.5,1004,60220,1004,1004,60220,1004,1004,
17:59:00 27/10/2018,-0.5598,-0.5652,-0.2016,-0.2016,319.1,313,295.2,3.227,3.778,4.283,4.008,71.76,1005,60290,1005,1005,60290,1005,1005,
