Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
07:59:00 16/06/2019,281.2,280.8,3.097,378.1,278.7,294,308.5,2.518,3.165,3.742,15.29,79.69,1010,0,0,0,0,0,0,
08:59:00 16/06/2019,689.1,156.7,740,326.7,272.2,289,306.7,2.955,3.683,4.407,17.16,64.77,1010,0,0,0,0,0,0,
09:59:00 16/06/2019,798.5,124.3,856.9,326.1,285.2,296.2,300.3,3.237,4.015,4.695,18.61,55.83,1011,0,0,0,0,0,0,
10:59:00 16/06/2019,716.3,295.6,509.9,334.8,283.1,298.5,307.3,2.995,3.655,4.273,18.99,55.39,1012,0,0,0,0,0,0,
11:59:00 16/06/2019,812.4,184.3,753.1,330.2,277.6,294.4,298.8,2.823,3.613,4.487,19.26,56.13,1012,0,0,0,0,0,0,
12:59:00 16/06/2019,851.4,117.6,909.6,333,277.9,287.6,303.3,2.82,3.548,4.222,20.07,54.1,1012,0,0,0,0,0,0,
13:59:00 16/06/2019,751.2,149.8,811.2,336.1,272.4,290.1,301.6,2.807,3.438,4.095,20.21,51.7,1013,0,0,0,0,0,0,
14:59:00 16/06/2019,569.7,139.4,649.4,331.3,270.5,288.7,304,2.698,3.323,3.973,20.14,48.32,1013,0.04,0.6667,0.03833,0,0,0,
15:59:00 16/06/2019,286.8,198.6,158.3,345.8,284.2,298.8,314,2.333,2.903,3.477,19.69,47.62,1013,0,0,0,0,0,0,
16:59:00 16/06/2019,123.8,124.1,0.5263,366.4,290.9,302,306.2,2.298,2.807,3.272,18.74,57.52,1013,0,0,0,0,0,0,
17:59:00 16/06/2019,107,105.6,7.54,363,275.4,285.6,288.7,1.768,2.218,2.687,18.52,62.74,1013,0,0,0,0,0,0,
18:59:00 16/06/2019,113.6,76,286.8,343,259,276.8,293.3,1.737,2.137,2.52,18.5,63.45,1013,0,0,0,0,0,0,
19:59:00 16/06/2019,21,13.05,141.5,324.8,260.8,273,285.9,1.175,1.447,1.727,17.9,65.25,1013,0,0,0,0,0,0,
20:59:00 16/06/2019,-2.162,-1.985,-0.7965,323.6,230.7,238.2,246.3,0.975,1.132,1.283,16.81,70.38,1014,0,0,0,0,0,0,
21:59:00 16/06/2019,-2.511,-2.322,-0.6844,322.9,219.4,227.5,235.6,1.165,1.362,1.562,16.21,72.38,1014,0,0,0,0,0,0,
22:59:00 16/06/2019,-2.337,-2.132,-0.5784,321.4,207.2,224.2,234.5,0.9867,1.247,1.517,15.63,76.24,1014,0,0,0,0,0,0,
23:59:00 16/06/2019,-2.443,-2.283,-0.6976,320.2,231.6,241,250.5,1.458,1.698,1.937,15.18,77.61,1014,0,0,0,0,0,0,
00:59:00 17/06/2019,-2.477,-2.356,-0.767,319.7,236.2,245.6,254.6,1.367,1.607,1.828,14.62,80.66,1014,0,0,0,0,0,0,
01:59:00 17/06/2019,-1.94,-1.831,-0.6891,325,235.6,245.2,255.1,1.205,1.392,1.602,14.1,82.99,1014,0,0,0,0,0,0,
02:59:00 17/06/2019,6.728,6.294,7.44,336.4,250.4,259.9,269.2,1.145,1.323,1.517,14.07,83.95,1014,0,0,0,0,0,0,
03:59:00 17/06/2019,51.27,34.11,156.3,320.2,248.9,257.8,266.4,1.218,1.425,1.63,14.06,84.55,1015,0,0,0,0,0,0,
04:59:00 17/06/2019,132.7,67.15,273.2,320.5,259.6,272,286.3,1.062,1.347,1.585,14.59,83.46,1015,0,0,0,0,0,0,
05:59:00 17/06/2019,307,70.66,652.1,315.9,257,270.2,276.8,1.72,2.088,2.41,15.91,77.15,1015,0,0,0,0,0,0,
06:59:00 17/06/2019,461.5,57.32,816.8,315.4,267.2,282.5,292,1.898,2.357,2.833,16.98,64.74,1015,0,0,0,0,0,0,
07:59:00 17/06/2019,592.4,61.52,865.5,321.8,265.8,282.1,290.2,2.042,2.453,2.857,17.96,59.31,1016,0,0,0,0,0,0,
08:59:00 17/06/2019,642.4,157,687.8,336.7,274.6,288.4,291.8,1.772,2.242,2.72,18.93,57.01,1016,0,0,0,0,0,0,
09:59:00 17/06/2019,528.5,291.5,304.1,361.2,269.4,283.7,291.2,1.875,2.27,2.637,19.5,55.58,1016,0,0,0,0,0,0,
10:59:00 17/06/2019,607.6,273.8,400.6,372.2,280.2,284.5,290.5,2.023,2.44,2.895,20.03,54.68,1015,0,0,0,0,0,0,
11:59:00 17/06/2019,416.8,217.6,235.4,358.1,246.3,259.9,272.3,1.912,2.362,2.822,20.35,53.51,1015,0,0,0,0,0,0,
12:59:00 17/06/2019,580.1,290.1,351.8,376.2,241.9,257.2,243.4,2.307,2.797,3.265,21.5,50.25,1015,0,0,0,0,0,0,
13:59:00 17/06/2019,534.7,285.4,330.8,368.2,251.8,266.4,281.4,2.445,2.998,3.558,21.61,50.14,1015,0,0,0,0,0,0,
14:59:00 17/06/2019,567.3,214.2,537.4,360.4,262.3,275.6,289.4,2.52,3.102,3.642,21.81,51.17,1015,0,0,0,0,0,0,
15:59:00 17/06/2019,442.2,123.3,584.7,347.8,265.1,282.1,284.2,2.078,2.567,3.073,21.91,50.66,1015,0,0,0,0,0,0,
16:59:00 17/06/2019,321.3,110.6,509.9,347.5,266.9,275.6,277.4,1.597,1.913,2.203,22.03,50.96,1015,0,0,0,0,0,0,
17:59:00 17/06/2019,225.6,79.49,522,347.7,286.2,290.4,289.1,1.367,1.662,1.948,21.78,52.54,1014,0,0,0,0,0,0,
18:59:00 17/06/2019,90.89,36.92,354.6,341.5,273,284.8,290.1,0.9767,1.205,1.422,21.23,55.31,1014,0,0,0,0,0,0,
19:59:00 17/06/2019,16.69,10.39,115.1,338.4,229.3,241.5,254.4,0.4317,0.57,0.7033,20.25,60.45,1014,0,0,0,0,0,0,
20:59:00 17/06/2019,-2.384,-2.573,-0.7069,334,142.2,129.3,138.7,0.3583,0.47,0.585,18.18,70.83,1014,0,0,0,0,0,0,
21:59:00 17/06/2019,-2.457,-2.303,-0.4677,331.1,184.4,205.7,221.7,0.3517,0.5067,0.655,17.29,76.41,1014,0,0,0,0,0,0,
22:59:00 17/06/2019,-2.305,-2.165,-0.4465,330.3,194.3,215.2,225.2,0.2517,0.3967,0.5333,16.44,82.18,1014,0,0,0,0,0,0,
23:59:00 17/06/2019,-1.899,-1.723,-0.3862,328.3,174.3,204.2,227,0.2867,0.4533,0.645,16.27,82.48,1014,0,0,0,0,0,0,
00:59:00 18/06/2019,-2.26,-2.043,-0.4549,326.3,157.7,188,213.7,0.5533,0.835,1.138,16.09,81.6,1014,0,0,0,0,0,0,
01:59:00 18/06/2019,-2.286,-2.101,-0.4638,323.4,167.1,187.3,201.4,0.855,1.168,1.477,15.82,77.51,1014,0,0,0,0,0,0,
02:59:00 18/06/2019,6.717,6.283,9.493,321.8,171.9,181.5,196.6,0.5617,0.815,1.085,15.49,80.61,1014,0,0,0,0,0,0,
03:59:00 18/06/2019,64.63,30.83,303.6,323.4,158.9,172.4,194.4,1.113,1.502,1.893,16.08,78.12,1013,0,0,0,0,0,0,
04:59:00 18/06/2019,173.2,54.71,505.7,327.1,158.7,169.9,187.1,1.578,2.003,2.398,17.34,73.22,1013,0,0,0,0,0,0,
05:59:00 18/06/2019,311.3,81.75,628.3,332.2,143.4,154.9,171.6,2.182,2.72,3.253,18.79,65.5,1013,0,0,0,0,0,0,
06:59:00 18/06/2019,440,141.8,601.2,339.8,145.1,161.5,177,2.475,3.177,3.808,19.86,56.71,1013,0,0,0,0,0,0,
07:59:00 18/06/2019,529,223.3,498.6,348.5,139.6,156.1,171.9,2.462,3.117,3.795,20.75,51.89,1013,0,0,0,0,0,0,
08:59:00 18/06/2019,514.3,370.4,200.5,364.9,124.3,133.5,147.6,2.757,3.298,3.83,20.55,53.57,1012,0,0,0,0,0,0,
09:59:00 18/06/2019,685.1,318.7,457.6,353.6,126.1,147.2,162.6,2.947,3.642,4.318,20.92,51.33,1012,0,0,0,0,0,0,
10:59:00 18/06/2019,800.2,208.8,702.5,350.2,132.7,153.1,174.2,3.09,3.905,4.702,22.12,47.12,1012,0,0,0,0,0,0,
11:59:00 18/06/2019,787,189.4,704.1,353.9,138,155.3,173.4,2.832,3.527,4.187,23.07,48.29,1011,0,0,0,0,0,0,
12:59:00 18/06/2019,791.1,214.7,703.5,358.9,141,157.4,170.9,2.19,2.763,3.358,23.82,48.57,1011,0,0,0,0,0,0,
13:59:00 18/06/2019,732.2,170.6,743.4,359.2,131.4,148.6,166,2.425,3.032,3.665,23.94,50.1,1010,0,0,0,0,0,0,
14:59:00 18/06/2019,613.2,120.8,738.2,354.6,135.3,145.1,160.5,2.958,3.52,4.05,23.42,52.69,1010,0,0,0,0,0,0,
15:59:00 18/06/2019,466.1,142.1,586.7,355.2,129.7,142.6,162.5,2.867,3.618,4.28,22.91,53.85,1009,0,0,0,0,0,0,
16:59:00 18/06/2019,250.8,162.1,210,359.9,125,144.1,162.6,2.813,3.53,4.257,22.5,56.18,1009,0,0,0,0,0,0,
17:59:00 18/06/2019,173.1,111.4,222.1,359.1,135.1,154.4,167.1,2.307,3.008,3.638,22.24,57.51,1009,0,0,0,0,0,0,
18:59:00 18/06/2019,48.95,46.25,15.02,358.3,140.1,156.5,164.2,2.202,2.8,3.403,21.81,57.81,1008,0,0,0,0,0,0,
19:59:00 18/06/2019,7.32,7.353,-0.4029,361.5,128.9,144.7,161.3,1.818,2.255,2.668,20.63,63.87,1008,0,0,0,0,0,0,
20:59:00 18/06/2019,-1.388,-1.339,-0.3707,362.7,154.9,172.4,189.2,1.535,1.917,2.275,19.78,67.05,1008,0,0,0,0,0,0,
21:59:00 18/06/2019,-1.623,-1.545,-0.2905,369.9,159,179.3,192.1,1.16,1.572,1.968,19.43,67.82,1008,0,0,0,0,0,0,
22:59:00 18/06/2019,-1.177,-1.208,-0.1765,380,142.1,154.9,169,1.24,1.512,1.802,19.09,69.5,1008,0,0.1667,0,0,0,0,
23:59:00 18/06/2019,-1.177,-1.078,-0.3492,382.7,171.2,186.7,202.8,1.015,1.353,1.688,18.97,71.08,1008,1.13,4.833,1.11,0,0,0,
00:59:00 19/06/2019,0.1623,0.09912,-0.7869,387.3,151.9,159.4,168.6,1.308,1.668,2.002,17.92,79.53,1007,4.48,20.17,4.485,0,0,0,
01:59:00 19/06/2019,-0.3134,-0.425,-0.2237,373.1,115.3,125.5,135.8,1.498,1.78,2.047,17.12,85.86,1006,0,0.1667,0,0,0,0,
02:59:00 19/06/2019,3.733,3.622,-0.1872,364.5,121.8,133.7,145.2,1.257,1.553,1.823,16.87,87.09,1006,0,0,0,0,0,0,
03:59:00 19/06/2019,29.11,27.71,9.224,372.6,154.1,160.2,173.1,1.035,1.232,1.447,17.07,87.74,1006,0.06,4.667,0.04667,0,0,0,
04:59:00 19/06/2019,54.97,54.69,1.98,383.7,113,124.9,138.3,1.008,1.238,1.465,17.58,85.9,1006,0,0,0,0,0,0,
05:59:00 19/06/2019,154.1,123.6,73.68,374.7,139.8,153.6,163,0.8017,1.02,1.263,18.62,79.67,1006,0,0,0,0,0,0,
06:59:00 19/06/2019,296.1,250.6,89.43,381,117.1,130.6,144.9,1.377,1.667,1.938,19.77,73.32,1005,0,0,0,0,0,0,
07:59:00 19/06/2019,415.6,259.7,244.4,367,131.3,146.2,160,1.39,1.702,1.997,21.12,68.2,1005,0,0,0,0,0,0,
08:59:00 19/06/2019,627,210.9,578.2,359.8,163.7,179.8,192.9,1.153,1.537,1.892,23.2,56.06,1005,0,0,0,0,0,0,
09:59:00 19/06/2019,640.4,343.7,369.3,370.4,126.7,134.3,145.8,1.908,2.283,2.65,23.12,57.07,1005,0,0,0,0,0,0,
10:59:00 19/06/2019,794.3,286,601.8,370,121,134.2,147,2.25,2.72,3.165,23.79,56.87,1005,0,0,0,0,0,0,
11:59:00 19/06/2019,845.3,215.4,740.1,368.7,122.8,135.2,148.1,2.75,3.327,3.897,24.38,56.41,1004,0,0,0,0,0,0,
12:59:00 19/06/2019,765.7,160.2,734.2,366,124.2,141,159.1,2.843,3.615,4.355,25.34,50.08,1004,0,0,0,0,0,0,
13:59:00 19/06/2019,728.1,133.4,780.4,362.2,124.2,144.7,163.2,2.952,3.605,4.327,25.5,45.52,1004,0,0,0,0,0,0,
14:59:00 19/06/2019,619.7,98.24,776.5,358,131.4,146.7,162.4,3.258,3.948,4.7,25.2,45.55,1003,0,0,0,0,0,0,
15:59:00 19/06/2019,494.7,89.44,728.9,356.5,134.6,153.2,171.2,2.963,3.643,4.318,24.89,48.66,1003,0,0,0,0,0,0,
16:59:00 19/06/2019,337.9,110.8,528.6,357,119.5,137.3,156,2.552,3.198,3.792,24.29,53.54,1002,0,0,0,0,0,0,
17:59:00 19/06/2019,117.9,77.78,138.5,352,122.6,139.2,156.4,1.89,2.418,2.868,23.13,58.28,1002,0,0,0,0,0,0,
18:59:00 19/06/2019,36.43,34.38,12.41,350.8,122.2,136,149.7,1.882,2.325,2.713,21.88,66.1,1002,0,0,0,0,0,0,
19:59:00 19/06/2019,8.499,8.497,-0.5581,352.5,125.4,138.9,153.1,2.177,2.708,3.258,21.13,69,1002,0,0,0,0,0,0,
20:59:00 19/06/2019,-1.337,-1.331,-0.3143,363.5,130.9,147,164.4,2.15,2.648,3.158,20.73,70.31,1001,0,0,0,0,0,0,
21:59:00 19/06/2019,-1.421,-1.4,-0.9039,395.7,230,251.1,254.2,1.577,2.08,2.583,19.52,75.91,1002,0.75,24.33,0.7233,0,0,0,
22:59:00 19/06/2019,-0.4716,-0.5036,-0.4984,386.6,186.7,195.9,193.6,1.072,1.272,1.485,17.75,87.11,1001,0.74,22.33,0.7183,0,0,0,
23:59:00 19/06/2019,-1.259,-1.233,-0.4683,358.6,87.88,97.42,100.5,1.682,1.947,2.258,17.27,87.75,1001,0,0,0,0,0,0,
00:59:00 20/06/2019,-1.659,-1.739,-0.4857,346.2,98.35,74.28,81.37,0.58,0.7533,0.9317,17.18,86.72,1000,0,0,0,0,0,0,
01:59:00 20/06/2019,-1.483,-1.524,-0.396,345.5,133.9,138.2,142.4,0.5467,0.695,0.8533,16.95,86.63,1000,0,0,0,0,0,0,
02:59:00 20/06/2019,5.523,5.491,-0.3587,345.6,193.4,208.3,219.9,0.52,0.6833,0.8517,16.68,88.6,1000,0,0,0,0,0,0,
03:59:00 20/06/2019,59.48,42.3,119.3,348.7,201.6,218.3,232.9,1.058,1.363,1.653,16.99,88.12,999.9,0,0,0,0,0,0,
04:59:00 20/06/2019,160.1,104.2,261,361.3,233.5,245.8,258.9,1.382,1.717,2.03,17.73,83.54,999.6,0,0,0,0,0,0,
05:59:00 20/06/2019,104,102.7,3.986,383.3,226.9,237,248,1.348,1.575,1.795,18.43,80.29,999.8,0,0,0,0,0,0,
06:59:00 20/06/2019,166.1,165.9,0.6771,379.3,227.2,237.2,247.2,2.197,2.605,3.02,18.46,80.76,1000,0,0,0,0,0,0,
07:59:00 20/06/2019,499.9,244.2,399.5,356.3,235.9,246.8,259.3,2.023,2.45,2.843,19.56,77.16,1000,0,0,0,0,0,0,
08:59:00 20/06/2019,619.6,244.2,522,360.7,250.5,263,269.3,1.965,2.335,2.698,21.35,69.3,1001,0,0,0,0,0,0,
09:59:00 20/06/2019,612.4,286.6,407.2,377,248,261.6,275.1,1.852,2.283,2.685,22.55,63.09,1001,0,0,0,0,0,0,
10:59:00 20/06/2019,541.2,298.6,296.5,391.6,238.2,254,268.7,2.722,3.282,3.827,22.7,60.84,1001,0,0,0,0,0,0,
11:59:00 20/06/2019,326.9,254.4,89.25,401.9,250.8,264,277,2.418,3.095,3.675,21.44,62.37,984.5,0,0,0,0,0,0,
12:59:00 20/06/2019,440.8,260.8,227,392.5,246.3,257,272.2,2.693,3.235,3.793,22.16,63.54,1002,0,0,0,0,0,0,
13:59:00 20/06/2019,330.5,234.3,129.7,393.5,258.5,273.8,282.8,2.368,3,3.605,21.07,68.88,1002,0.14,3.167,0.145,0,0,0,
14:59:00 20/06/2019,220,200.4,29.44,396.9,253.7,268.4,283.3,2.788,3.507,4.168,20.54,70.45,1002,0.07,5.333,0.06,0,0,0,
15:59:00 20/06/2019,242.4,200.7,71.96,392,269.9,285.5,295.7,2.592,3.273,3.882,20.74,69.29,1002,0,0,0,0,0,0,
16:59:00 20/06/2019,206.7,161.4,113.4,386.3,263.8,281.9,299.1,2.453,3.157,3.805,20.32,67.96,1003,0,0,0,0,0,0,
17:59:00 20/06/2019,137,111.2,89.04,378.3,280.5,297,313.6,2.38,3.123,3.857,20.01,66.81,1003,0,0,0,0,0,0,
18:59:00 20/06/2019,47.4,46.12,9.321,376.2,284.4,299.8,307.4,2.472,3.09,3.712,18.82,72.02,1004,0,0,0,0,0,0,
19:59:00 20/06/2019,10.59,10.08,8.834,348.5,284.1,291.8,299,1.962,2.348,2.715,17.99,75.59,1004,0,0,0,0,0,0,
20:59:00 20/06/2019,-1.394,-1.421,-0.5492,338.2,286.6,301.1,303.9,1.588,1.987,2.357,17.2,77.07,1005,0,0,0,0,0,0,
21:59:00 20/06/2019,-2.638,-2.655,-0.7591,328.2,264.3,276.5,287.4,1.083,1.313,1.543,16.45,77.57,1006,0,0,0,0,0,0,
22:59:00 20/06/2019,-2.206,-2.21,-0.7218,328,259.2,271.6,283.6,1.182,1.455,1.727,15.52,84.89,1006,0,0,0,0,0,0,
23:59:00 20/06/2019,-2.19,-2.187,-0.7493,323.4,262.4,269.2,281.8,1.015,1.21,1.397,15.06,86.92,1006,0,0,0,0,0,0,
00:59:00 21/06/2019,-1.295,-1.32,-0.4641,348,263.9,274.6,284.8,0.8233,0.9883,1.163,14.66,88.93,1006,0,0,0,0,0,0,
01:59:00 21/06/2019,-0.7767,-0.7721,-0.2957,365.8,253.5,264.3,274.2,0.9317,1.11,1.285,14.64,89.27,1007,0,0,0,0,0,0,
02:59:00 21/06/2019,2.013,1.997,0.005612,377.7,265.1,270.9,277.1,0.66,0.81,0.96,14.97,87.8,1007,0,0,0,0,0,0,
03:59:00 21/06/2019,3.588,3.613,-0.3308,382.9,287.8,300.4,290.2,1.032,1.248,1.473,15.08,85.9,1007,0.05,3.5,0.03833,0,0,0,
04:59:00 21/06/2019,61.07,61.16,-0.06614,379.2,293.4,304.6,314.6,1.335,1.605,1.847,14.74,84.58,1008,0,0,0,0,0,0,
05:59:00 21/06/2019,192.7,146.6,121.9,365.4,278.2,292.2,298.8,1.602,1.948,2.288,15.4,80.57,1008,0,0,0,0,0,0,
06:59:00 21/06/2019,356.4,148.4,413.1,335.5,286.2,288.2,289.1,1.953,2.385,2.807,16.36,72.95,1008,0,0,0,0,0,0,
07:59:00 21/06/2019,483.9,213.6,445.6,339.3,273,287.2,288.3,1.977,2.432,2.908,17.02,65.08,1009,0,0,0,0,0,0,
08:59:00 21/06/2019,505.6,347.6,227.7,352.2,269,283.6,291.9,1.96,2.425,2.875,17.69,58.64,1009,0,0,0,0,0,0,
09:59:00 21/06/2019,650.4,294,452,346.5,273.5,286.3,297.9,1.912,2.372,2.785,18.26,56.47,1009,0,0,0,0,0,0,
10:59:00 21/06/2019,631.9,226.4,490.6,347.6,267.6,282.8,285.8,2.142,2.662,3.13,18.9,52.67,1010,0,0,0,0,0,0,
11:59:00 21/06/2019,457.1,217.1,288.9,358.9,239,253,267.2,2.752,3.247,3.76,19.32,45.68,1010,0,0,0,0,0,0,
12:59:00 21/06/2019,246.8,244,5.375,377.1,247.6,262.2,276.9,2.46,3.073,3.66,18.2,54.5,1010,0,0,0,0,0,0,
13:59:00 21/06/2019,464.7,411,77.47,369.8,250.5,265.9,280.1,2.155,2.68,3.23,18.54,56.43,1010,0,0,0,0,0,0,
14:59:00 21/06/2019,377.5,189.2,281.1,360.3,271.6,286.2,294.7,2.907,3.488,4.11,17.28,61.79,1010,2.01,8.333,2.005,0,0,0,
15:59:00 21/06/2019,426.2,126.4,520.7,320.9,272.8,289.6,305.1,2.04,2.572,3.098,16.81,63.41,1010,0,0,0,0,0,0,
16:59:00 21/06/2019,293.9,109,424.6,332.2,269.9,286.5,295.8,2.548,3.247,3.893,17.73,52.42,1010,0,0,0,0,0,0,
17:59:00 21/06/2019,137.1,100.5,159.1,351.5,255.2,268.8,280.9,1.885,2.418,2.933,17.39,53.55,1011,0,0,0,0,0,0,
18:59:00 21/06/2019,107.8,34.53,467,310.8,258.7,278.3,291.6,2.212,2.895,3.518,17.4,51.6,1011,0,0,0,0,0,0,
19:59:00 21/06/2019,17.52,10.74,107.5,306.9,261.8,277.6,288.6,2.347,2.928,3.488,16.15,54.54,1012,0,0,0,0,0,0,
20:59:00 21/06/2019,-1.968,-1.956,-0.8108,304.5,264.7,275.5,290.9,1.427,1.8,2.175,14.93,62.35,1013,0,0,0,0,0,0,
21:59:00 21/06/2019,-3.204,-3.165,-0.9605,300.7,261.7,273.2,279.5,0.95,1.175,1.403,13.74,68.43,1013,0,0,0,0,0,0,
22:59:00 21/06/2019,-2.71,-2.766,-0.9271,297.8,271.9,283.6,283.3,1.047,1.255,1.468,12.81,73.55,1014,0,0,0,0,0,0,
23:59:00 21/06/2019,-2.821,-2.824,-1.012,296.7,259.3,270.3,275.9,0.945,1.117,1.29,12.3,78.22,1014,0,0,0,0,0,0,
00:59:00 22/06/2019,-2.387,-2.421,-0.8826,297.4,267,279.8,285.7,1.15,1.412,1.67,11.85,81.01,1015,0,0,0,0,0,0,
01:59:00 22/06/2019,-2.62,-2.729,-0.8711,290.8,278.8,290,301.4,1.09,1.335,1.572,11.62,78.22,1016,0,0,0,0,0,0,
02:59:00 22/06/2019,4.995,4.395,9.26,288.9,267.8,279,290.3,0.9017,1.09,1.282,10.97,78.95,1016,0,0,0,0,0,0,
03:59:00 22/06/2019,68.23,26.35,375.1,289.4,274.7,285.9,297.5,0.9533,1.193,1.432,11.28,79.02,1016,0,0,0,0,0,0,
04:59:00 22/06/2019,183.4,43.82,609.2,291.9,261.4,274.4,281.4,1.288,1.558,1.817,12.74,73.76,1016,0,0,0,0,0,0,
05:59:00 22/06/2019,242.2,89.04,459.7,306.4,269.8,283.8,298,2.135,2.625,3.097,13.77,67.06,1017,0,0,0,0,0,0,
06:59:00 22/06/2019,381.2,167.3,442.9,320,258.3,280.7,291.4,2.157,2.765,3.405,14.41,63.28,1017,0,0,0,0,0,0,
07:59:00 22/06/2019,501.9,154.8,573.2,315.7,288.4,302.6,315.2,2.58,3.153,3.75,14.97,57.34,1018,0,0,0,0,0,0,
08:59:00 22/06/2019,667.2,168.1,704.4,317.7,297.5,305.9,290.6,2.223,2.727,3.242,15.54,52.9,1018,0,0,0,0,0,0,
09:59:00 22/06/2019,620.5,265.7,453.5,334.6,287.9,302.1,308.5,2.25,2.71,3.18,16.05,50.82,1018,0,0,0,0,0,0,
10:59:00 22/06/2019,682,210.8,574.1,324.4,284.1,299.4,278.7,1.873,2.355,2.847,16.58,49.75,1019,0,0,0,0,0,0,
11:59:00 22/06/2019,791.1,190.8,722.9,320.2,281,288.7,273.1,2.233,2.692,3.135,17.07,46.85,1019,0,0,0,0,0,0,
12:59:00 22/06/2019,822.9,155,829.6,317.4,257.3,274,282.5,1.915,2.347,2.765,17.75,44.97,1019,0,0,0,0,0,0,
13:59:00 22/06/2019,788.7,137,878.5,320.3,267.6,282.5,272,2.135,2.617,3.097,18.07,44.91,1019,0,0,0,0,0,0,
14:59:00 22/06/2019,604.2,103.6,765.4,316.2,257.6,266.4,275.4,1.742,2.192,2.638,18.25,44.01,1018,0,0,0,0,0,0,
15:59:00 22/06/2019,535.7,68.17,864,311.2,285.6,293.4,305.8,1.713,2.092,2.463,18.43,44.33,1018,0,0,0,0,0,0,
16:59:00 22/06/2019,376.3,63.86,753,308.9,288.8,295.7,283.2,1.785,2.16,2.538,18.23,44.02,1018,0,0,0,0,0,0,
17:59:00 22/06/2019,238,55.2,648.2,305.9,130.6,112.8,119.8,1.788,2.138,2.477,16.97,53.76,1018,0,0,0,0,0,0,
18:59:00 22/06/2019,100.9,43.78,352.8,305.4,67.07,71.58,74.1,1.357,1.675,1.995,16,60.11,1018,0,0,0,0,0,0,
19:59:00 22/06/2019,18.54,11.04,107.6,298.6,198,144.1,107.9,1.017,1.267,1.513,15.06,59.02,1018,0,0,0,0,0,0,
20:59:00 22/06/2019,-2.705,-2.683,-0.6798,297.2,172.3,153.8,106.6,0.63,0.8217,1.033,13.84,63.79,1018,0,0,0,0,0,0,
21:59:00 22/06/2019,-2.783,-3.151,-0.6632,295,253.3,193.1,157.3,0.48,0.6383,0.8083,13.13,67.42,1018,0,0,0,0,0,0,
22:59:00 22/06/2019,-2.884,-3.115,-0.783,292.3,268.9,219.5,202.9,0.255,0.3767,0.5117,12.15,72.56,1019,0,0,0,0,0,0,
23:59:00 22/06/2019,-2.298,-2.588,-0.768,290.5,252.9,246.4,180.8,0.2317,0.39,0.525,11.42,76.85,1019,0,0,0,0,0,0,
00:59:00 23/06/2019,-2.166,-2.127,-0.7173,290.3,249.4,257.2,265.5,0.4483,0.565,0.6733,10.78,80.22,1019,0,0,0,0,0,0,
01:59:00 23/06/2019,-1.86,-1.788,-0.8002,294.8,260.3,266.7,274.2,0.715,0.84,0.9683,10.84,84.58,1019,0,0,0,0,0,0,
02:59:00 23/06/2019,4.323,4.08,1.211,312.6,262.1,275.8,289,0.4183,0.5433,0.67,10.32,87.86,1020,0,0,0,0,0,0,
03:59:00 23/06/2019,72.44,27.21,125.7,301,258.3,271.4,282.7,0.46,0.5817,0.705,11,82.67,1020,0,0,0,0,0,0,
04:59:00 23/06/2019,201.5,39.36,614.3,293.1,271.3,286.5,277.9,0.4633,0.615,0.775,13.41,74.48,1020,0,0,0,0,0,0,
05:59:00 23/06/2019,338.4,54.8,761,298.8,208.3,210.4,212.9,0.5067,0.6567,0.8067,15.8,62.53,1020,0,0,0,0,0,0,
06:59:00 23/06/2019,442.6,88.98,720.7,303.6,84.37,90.2,84.5,1.48,1.755,2.015,16.15,60.3,1020,0,0,0,0,0,0,
07:59:00 23/06/2019,577.5,95.36,787.1,303.6,84.33,83.78,78.8,1.765,2.113,2.457,16.46,57.99,1020,0,0,0,0,0,0,
08:59:00 23/06/2019,729,69.88,930.9,301.8,86.62,77.05,85.02,1.942,2.342,2.753,17.06,51.07,1020,0,0,0,0,0,0,
09:59:00 23/06/2019,805.9,87.36,917.3,303.2,78.78,85.17,98.03,1.81,2.15,2.5,17.85,39.6,1020,0,0,0,0,0,0,
10:59:00 23/06/2019,828.6,118.3,863.9,305.9,101.7,74.7,88.75,1.762,2.13,2.495,18.71,31.86,1020,0,0,0,0,0,0,
11:59:00 23/06/2019,858.9,104.2,910.6,311.8,120.4,119.1,118.8,1.483,1.8,2.103,19.24,36.82,1020,0,0,0,0,0,0,
12:59:00 23/06/2019,824.6,81.35,925,313.5,94.52,94.58,102.4,1.832,2.212,2.588,19.67,36.27,1020,0,0,0,0,0,0,
13:59:00 23/06/2019,765.7,60.4,948.2,309.7,105.9,112.2,95.1,1.78,2.09,2.395,19.78,35.58,1020,0,0,0,0,0,0,
14:59:00 23/06/2019,656.3,59.41,912.9,311.9,127,115.8,97.75,1.443,1.762,2.053,20.38,33.21,1019,0,0,0,0,0,0,
15:59:00 23/06/2019,496.6,65.62,789.6,314,78.85,88.82,92.9,2.025,2.37,2.702,20.26,36.4,1019,0,0,0,0,0,0,
16:59:00 23/06/2019,359.7,81,675.5,319.5,86.33,80.57,90.4,1.793,2.108,2.422,19.71,41.12,1019,0,0,0,0,0,0,
17:59:00 23/06/2019,192.3,75.09,421.2,319.3,90.08,69.77,72.95,1.63,2.013,2.392,18.94,45.25,1019,0,0,0,0,0,0,
