Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
07:59:00 13/03/2017,155.8,148.2,35.57,35.57,144.6,153.1,168.2,1.422,1.74,2.018,3.082,81.92,1019,0,0,0,0,0,0,
08:59:00 13/03/2017,180.1,170.3,28.95,28.95,156.7,171.4,183.8,1.373,1.747,2.125,4.35,71.42,1020,0,0,0,0,0,0,
09:59:00 13/03/2017,248.4,249.6,3.167,3.167,154.2,181.3,204.8,1.65,2.16,2.74,5.417,61.34,1020,0,0,0,0,0,0,
10:59:00 13/03/2017,182.9,184.3,1.166,1.166,159.7,181.5,204.7,1.68,2.313,2.928,5.703,57.3,1019,0,0,0,0,0,0,
11:59:00 13/03/2017,155.9,157.3,0.6425,0.6425,170.9,190.8,212.4,1.84,2.348,2.878,5.883,56.06,1020,0,0,0,0,0,0,
12:59:00 13/03/2017,141.9,143.4,0.5772,0.5772,160,177.1,202,1.288,1.843,2.42,5.862,58.18,1019,0,0,0,0,0,0,
13:59:00 13/03/2017,122.3,123.7,0.4539,0.4539,160.2,180.1,198.8,1.61,2.175,2.683,5.762,59.43,1019,0,0,0,0,0,0,
14:59:00 13/03/2017,159.1,145.6,44.38,44.38,168.2,186.4,200.4,1.358,1.855,2.337,5.913,58.66,1018,0,0,0,0,0,0,
15:59:00 13/03/2017,68.66,69.7,0.1637,0.1637,165.5,185.8,201.9,1.53,1.972,2.44,5.597,58.7,1018,0,0,0,0,0,0,
16:59:00 13/03/2017,20.79,21.2,-0.07281,-0.07281,165.6,183.5,201.7,1.66,2.11,2.56,5.097,60.91,1018,0,0,0,0,0,0,
17:59:00 13/03/2017,-0.2493,-0.1338,-0.05955,-0.05955,164.9,181.6,197.9,1.532,1.928,2.317,4.85,62.59,1018,0,0,0,0,0,0,
18:59:00 13/03/2017,-0.7183,-0.6611,-0.05485,-0.05485,164.8,186.5,207.3,1.312,1.69,2.073,4.725,65.18,1018,0,0,0,0,0,0,
19:59:00 13/03/2017,-0.636,-0.5769,-0.02414,-0.02414,175.2,187.6,206.9,1.255,1.578,1.91,4.725,66.28,1019,0,0,0,0,0,0,
20:59:00 13/03/2017,-1.72,-1.45,-0.2587,-0.2587,175.2,198.8,215.2,0.825,1.128,1.443,4.642,66.28,1019,0,0,0,0,0,0,
21:59:00 13/03/2017,-2.136,-1.74,-0.3015,-0.3015,181.1,198.9,216.7,1.103,1.437,1.763,4.22,68.8,1019,0,0,0,0,0,0,
22:59:00 13/03/2017,-3.055,-2.445,-0.4901,-0.4901,192.4,207.9,222.6,1.252,1.598,1.917,3.578,71.97,1018,0,0,0,0,0,0,
23:59:00 13/03/2017,-2.62,-2.009,-0.4087,-0.4087,227.9,234.9,241.8,1.623,1.817,2.035,2.992,75.56,1018,0,0,0,0,0,0,
00:59:00 14/03/2017,-2.322,-1.726,-0.2647,-0.2647,234.1,240.6,247.4,1.593,1.825,2.052,2.64,77.32,1018,0,0,0,0,0,0,
01:59:00 14/03/2017,0.245,0.1563,0.265,0.265,255.1,265.3,275.2,2.328,2.645,2.968,3.167,80.13,1018,0,0,0,0,0,0,
02:59:00 14/03/2017,-0.07529,-0.1447,0.2299,0.2299,245.4,255.6,265.6,1.527,1.778,2.003,3.553,82.85,1018,0,0,0,0,0,0,
03:59:00 14/03/2017,-0.1784,-0.2365,0.1905,0.1905,237.2,246.5,255.6,1.7,1.978,2.265,3.808,85.35,1018,0,0,0,0,0,0,
04:59:00 14/03/2017,-0.1928,-0.2138,0.2114,0.2114,242.2,249.5,256.7,2.075,2.338,2.647,4.247,84.56,1018,0,0,0,0,0,0,
05:59:00 14/03/2017,2.942,2.95,0.2223,0.2223,233.3,242.4,251.7,2.432,2.782,3.152,4.3,86.23,1018,0,0,0,0,0,0,
06:59:00 14/03/2017,21.76,22,0.2016,0.2016,228,238.4,247.2,2.152,2.475,2.797,4.345,88.69,1018,0,0,0,0,0,0,
07:59:00 14/03/2017,49.73,50.24,0.2882,0.2882,237.4,245.7,254.2,2.643,3.048,3.448,4.515,88.98,1018,0,0,0,0,0,0,
08:59:00 14/03/2017,93.75,94.57,0.3912,0.3912,237,245.9,255,2.868,3.302,3.743,4.863,87.29,1018,0,0,0,0,0,0,
09:59:00 14/03/2017,95,95.75,0.3343,0.3343,230.8,238.7,246.9,3.2,3.628,4.067,5.322,84.42,1017,0,0,0,0,0,0,
10:59:00 14/03/2017,154.9,155.2,2.183,2.183,223.2,233,242.6,3.113,3.568,4.015,6.048,80.83,1017,0,0,0,0,0,0,
11:59:00 14/03/2017,384.4,277.9,201.1,201.1,224.6,235.7,240.1,3.383,3.903,4.457,7.167,75.82,1017,0,0,0,0,0,0,
12:59:00 14/03/2017,308.3,265.1,88.51,88.51,207.4,220.4,233.8,2.825,3.41,3.997,8.678,70.88,1016,0.01,0.1667,0.003333,0,0,0,
13:59:00 14/03/2017,270.8,230.9,93.22,93.22,229.2,238.9,248.7,3.833,4.477,5.113,10.18,68.27,1015,0,0,0,0,0,0,
14:59:00 14/03/2017,125.9,125.4,5.121,5.121,221.6,230.8,240,4.192,4.925,5.677,9.862,71.04,1014,0,0,0,0,0,0,
15:59:00 14/03/2017,85.22,85,4.631,4.631,220.2,230.9,241.4,4.257,4.857,5.487,10.08,71.79,1013,0,0,0,0,0,0,
16:59:00 14/03/2017,26.96,26.83,3.261,3.261,228.3,239.6,251.2,4.265,5.045,5.833,10.42,68.98,1013,0,0,0,0,0,0,
17:59:00 14/03/2017,-0.06886,0.007993,-0.03904,-0.03904,243.1,254.6,265.8,4.897,5.858,6.735,9.63,75.67,1013,0,0,0,0,0,0,
18:59:00 14/03/2017,-0.99,-0.8093,-0.2379,-0.2379,248.8,261.1,273.3,4.152,4.933,5.708,8.758,79.63,1013,0,0,0,0,0,0,
19:59:00 14/03/2017,-0.6904,-0.5666,-0.1315,-0.1315,249.8,263.5,276.2,4.008,5.02,5.99,8.465,79.25,1013,0,0,0,0,0,0,
20:59:00 14/03/2017,-1.476,-1.18,-0.3853,-0.3853,252.9,265,276.4,4.33,5.003,5.648,8.055,79.74,1013,0,0,0,0,0,0,
21:59:00 14/03/2017,-1.177,-0.9359,-0.3169,-0.3169,248.2,258.7,270.1,4.07,4.817,5.565,7.377,80.6,1013,0,0,0,0,0,0,
22:59:00 14/03/2017,-2.66,-2.107,-0.7404,-0.7404,239.9,250.5,261.4,4.073,4.715,5.353,6.537,81.02,1012,0,0,0,0,0,0,
23:59:00 14/03/2017,-0.5837,-0.4488,-0.1148,-0.1148,246.4,256.7,267.3,4.333,5.135,5.885,6.428,79.7,1012,0,0,0,0,0,0,
00:59:00 15/03/2017,-1.261,-1.029,-0.3581,-0.3581,251.9,262.6,273.4,4.13,4.93,5.625,6.53,78.12,1012,0,0,0,0,0,0,
01:59:00 15/03/2017,-1.513,-1.206,-0.3585,-0.3585,250.6,263.6,274.9,4.078,4.87,5.623,6.19,78.22,1012,0,0,0,0,0,0,
02:59:00 15/03/2017,-2.237,-1.818,-0.5542,-0.5542,262.6,275.8,288,4.308,5.21,6.097,6.127,71.92,1012,0,0,0,0,0,0,
03:59:00 15/03/2017,-2.392,-1.942,-0.605,-0.605,261.2,273.8,286.2,4.135,4.943,5.698,5.71,70.29,1012,0,0,0,0,0,0,
04:59:00 15/03/2017,-1.951,-1.573,-0.4335,-0.4335,265.6,278.2,285.1,3.328,4,4.62,5.417,69.88,1013,0,0,0,0,0,0,
05:59:00 15/03/2017,8.557,8.455,9.356,9.356,264.3,275,287.1,4.33,5.172,5.967,5.692,68.11,1013,0,0,0,0,0,0,
06:59:00 15/03/2017,97.56,55.54,284.4,284.4,263.8,278.6,287,4.245,5.095,5.925,5.802,68.7,1014,0,0.1667,0.001667,0,0,0,
07:59:00 15/03/2017,231.4,95.73,506.3,506.3,262.1,278.2,293.7,5.115,6.232,7.377,6.428,68.01,1014,0.03,0.1667,0.02833,0,0,0,
08:59:00 15/03/2017,366.5,118.9,650.7,650.7,271.4,284.3,296.7,6.53,8.048,9.405,7.088,66.37,1014,0,0.6667,0,0,0,0,
09:59:00 15/03/2017,466,101.3,781.2,781.2,266.3,281.6,296.4,6.538,7.843,9.193,7.72,63.57,1014,0.01,1.333,0.003333,0,0,0,
10:59:00 15/03/2017,521.3,133.9,746.4,746.4,271.6,284.9,296.7,6.732,8.09,9.472,8.237,62.2,1015,0.01,1.333,0.01167,0,0,0,
11:59:00 15/03/2017,475.7,242.6,433,433,269.3,283.6,299.5,6.252,7.737,9.283,8.49,59.95,1015,0.01,1,0.003333,0,0,0,
12:59:00 15/03/2017,513.3,148.4,716.6,716.6,272.2,287.3,296.9,6.117,7.533,9.06,9.065,57.12,1015,0,0.8333,0.001667,0,0,0,
13:59:00 15/03/2017,422.4,107.4,709.5,709.5,264.8,282.3,292.3,5.855,7.17,8.438,9.35,54.96,1015,0,0.3333,0,0,0,0,
14:59:00 15/03/2017,329.4,92.27,676.1,676.1,263.7,279.4,292.8,6.337,7.852,9.262,9.405,56.13,1015,0.02,1.667,0.006667,0,0,0,
15:59:00 15/03/2017,178.5,64.67,452.8,452.8,265.8,279.2,286.6,6.87,8.327,9.74,8.91,57.71,1015,0,1.167,0.003333,0,0,0,
16:59:00 15/03/2017,49.95,37.63,93.05,93.05,266.5,280.6,294.3,5.66,6.94,8.05,7.94,61.07,1015,0,0,0,0,0,0,
17:59:00 15/03/2017,0.02441,0.4646,-0.2967,-0.2967,267.5,280.8,293.7,4.42,5.337,6.252,7.095,63.89,1015,0,0,0,0,0,0,
18:59:00 15/03/2017,-2.454,-1.982,-0.6565,-0.6565,265.2,276.8,288.6,4.392,5.315,6.112,6.632,65.95,1015,0,0,0,0,0,0,
19:59:00 15/03/2017,-2.396,-1.937,-0.6071,-0.6071,265.1,278.7,292,4.49,5.53,6.515,6.213,68.36,1015,0,0,0,0,0,0,
20:59:00 15/03/2017,-2.455,-2.001,-0.618,-0.618,266.5,281.2,284.2,3.865,4.807,5.723,5.823,69.63,1015,0,0,0,0,0,0,
21:59:00 15/03/2017,-2.557,-2.081,-0.5683,-0.5683,257.3,270.2,284.4,3.917,4.853,5.72,5.307,73.25,1015,0,0,0,0,0,0,
22:59:00 15/03/2017,-2.368,-1.925,-0.5156,-0.5156,266.4,278.9,291,4.048,5.035,5.975,4.86,76.83,1015,0,0,0,0,0,0,
23:59:00 15/03/2017,-2.475,-2.018,-0.5152,-0.5152,265.9,273.2,287.5,3.778,4.585,5.39,4.773,75.93,1014,0,0,0,0,0,0,
00:59:00 16/03/2017,-1.245,-1.018,-0.1917,-0.1917,261.6,274.8,287.4,3.987,4.705,5.447,4.723,76.49,1014,0,0,0,0,0,0,
01:59:00 16/03/2017,-0.7208,-0.605,-0.08392,-0.08392,263.8,276.6,289.2,4.22,5.278,6.217,4.648,78.01,1014,0,0,0,0,0,0,
02:59:00 16/03/2017,-1.31,-1.085,-0.2063,-0.2063,273.8,285,296.3,3.95,4.71,5.463,4.617,79.34,1014,0,0,0,0,0,0,
03:59:00 16/03/2017,-1.562,-1.296,-0.3303,-0.3303,272.7,285.1,297.5,3.602,4.38,5.117,4.688,79.37,1013,0,0,0,0,0,0,
04:59:00 16/03/2017,-2.564,-2.081,-0.5219,-0.5219,270.2,282.9,289.8,2.548,3.03,3.512,4.543,80.16,1013,0,0,0,0,0,0,
05:59:00 16/03/2017,14.41,14.18,13.82,13.82,263.7,272.8,281.6,2.517,2.915,3.337,4.428,81.51,1014,0,0,0,0,0,0,
06:59:00 16/03/2017,59.12,59.38,6.224,6.224,255.9,266.1,275.4,3.105,3.617,4.13,5.21,81.85,1014,0,0,0,0,0,0,
07:59:00 16/03/2017,106,107.3,0.747,0.747,251.1,259.7,267.9,2.637,3.032,3.443,5.953,81.47,1014,0,0,0,0,0,0,
08:59:00 16/03/2017,92.83,93.93,0.2709,0.2709,251.1,263.2,274.1,2.673,3.14,3.588,6.357,82.9,1014,0.01,0.8333,0.001667,0,0,0,
09:59:00 16/03/2017,83.8,84.87,0.177,0.177,253.9,263,266,2.033,2.36,2.678,6.67,81.89,1014,0.01,1.667,0.006667,0,0,0,
10:59:00 16/03/2017,154.4,155.8,0.5759,0.5759,247.5,256.9,266,2.488,2.83,3.143,7.473,78.1,1013,0,0,0,0,0,0,
11:59:00 16/03/2017,248.1,248.2,4.095,4.095,251.7,259.3,271.9,1.885,2.195,2.525,8.525,75.87,1013,0,0,0,0,0,0,
12:59:00 16/03/2017,261.4,260.8,4.8,4.8,234.7,245.9,256.7,2.068,2.442,2.803,10.08,71.06,1012,0,0,0,0,0,0,
13:59:00 16/03/2017,308.8,214.2,220.4,220.4,228.8,238.9,248.7,2.765,3.153,3.54,11.6,65.26,1011,0,0,0,0,0,0,
14:59:00 16/03/2017,326.3,132.7,539.8,539.8,242.6,249.3,256.9,3.847,4.387,4.885,12.8,58.98,1010,0,0,0,0,0,0,
15:59:00 16/03/2017,103.4,82.22,76.73,76.73,241,251.9,262.3,3.662,4.27,4.84,12.68,58.71,1009,0,0,0,0,0,0,
16:59:00 16/03/2017,51.3,45.54,41.02,41.02,227.9,238.5,249.5,3.51,4.132,4.762,11.65,62.48,1009,0,0,0,0,0,0,
17:59:00 16/03/2017,0.5229,0.911,-0.4575,-0.4575,216,225.4,234.6,3.653,4.248,4.795,10.3,68.16,1008,0,0,0,0,0,0,
18:59:00 16/03/2017,-0.8053,-0.6326,-0.1627,-0.1627,214.6,224.9,234.7,3.98,4.657,5.352,10.04,68.26,1007,0,0,0,0,0,0,
19:59:00 16/03/2017,-0.5381,-0.4459,-0.09867,-0.09867,202.5,217.1,231.2,3.435,4.232,4.982,10.13,67.28,1006,0,0,0,0,0,0,
20:59:00 16/03/2017,-0.8628,-0.7029,-0.1876,-0.1876,195.5,210.7,225.4,3.055,3.887,4.69,9.998,68.91,1005,0,0,0,0,0,0,
21:59:00 16/03/2017,-0.8131,-0.679,-0.1663,-0.1663,185.3,205.6,224.6,2.427,3.147,3.84,10.12,69.33,1004,0,0,0,0,0,0,
22:59:00 16/03/2017,-1.356,-1.116,-0.3645,-0.3645,206.8,219.6,232.3,4.215,5.312,6.357,10.5,68.09,1003,0,0,0,0,0,0,
23:59:00 16/03/2017,-1.121,-0.9227,-0.2887,-0.2887,213.3,224.4,235.4,4.772,5.73,6.598,10.12,69.35,1002,0,0,0,0,0,0,
00:59:00 17/03/2017,-0.6357,-0.5257,-0.1498,-0.1498,218.9,229.4,239.4,5.402,6.292,7.152,9.9,71.71,1000,0,0,0,0,0,0,
01:59:00 17/03/2017,-0.5616,-0.4658,-0.1115,-0.1115,231.4,241.4,251.5,5.085,5.848,6.597,9.498,72.92,999.1,0,0,0,0,0,0,
02:59:00 17/03/2017,-0.6475,-0.5563,-0.07261,-0.07261,240.3,250.6,261.2,4.922,5.91,6.877,8.692,72.68,998.4,0,0,0,0,0,0,
03:59:00 17/03/2017,-1.288,-1.078,0.1769,0.1769,246.2,256.2,266.5,5.388,6.413,7.342,7.513,78.38,997.8,0.02,2.333,0.02167,0,0,0,
04:59:00 17/03/2017,-1.348,-1.168,-0.0617,-0.0617,254,266.5,278.9,4.223,5.023,5.885,6.747,78.11,997.6,0.01,1.167,0.006667,0,0,0,
05:59:00 17/03/2017,12.57,11.29,20.59,20.59,265.5,277.9,290.1,3.428,4.023,4.563,5.732,80,997.9,0,0.1667,0,0,0,0,
06:59:00 17/03/2017,55.82,41.01,79.99,79.99,255.3,266.2,278.9,2.88,3.388,3.86,5.397,79.68,998.3,0,0,0,0,0,0,
07:59:00 17/03/2017,258.9,76.98,638.7,638.7,258.6,270.8,282.2,3.553,4.262,4.935,6.028,70.9,998.7,0,0,0,0,0,0,
08:59:00 17/03/2017,327.2,170.8,397.4,397.4,260.7,275,283.4,4.598,5.582,6.503,6.478,63.28,998.8,0,0,0,0,0,0,
09:59:00 17/03/2017,359.4,235.1,264.6,264.6,254.2,267.6,281,4.985,6.04,6.958,6.582,60.51,998.5,0,0,0,0,0,0,
10:59:00 17/03/2017,361.9,268,176.9,176.9,255.8,268.8,283,4.543,5.642,6.71,6.943,57.91,998.2,0,0,0,0,0,0,
11:59:00 17/03/2017,254.4,239.5,28.22,28.22,252.6,263.1,273,5.33,6.337,7.265,6.955,56.18,997.7,0,0,0,0,0,0,
12:59:00 17/03/2017,229.8,201.6,56.75,56.75,253.3,265.4,276.2,6.055,7.212,8.328,6.808,57.11,997.1,0.19,6.667,0.185,0,0,0,
13:59:00 17/03/2017,203.8,190.3,30.58,30.58,247.3,259.9,271.9,4.727,5.683,6.612,4.838,71.12,997.1,0.07,6.667,0.06333,0,0,0,
14:59:00 17/03/2017,180.3,143.9,97.91,97.91,248.5,262.7,276.7,5.082,6.103,7.06,4.912,70.19,996.6,0.03,4.667,0.02,0,0,0,
15:59:00 17/03/2017,117.8,80.94,134.2,134.2,251.5,263.8,277.2,4.335,5.347,6.322,4.863,66.9,996,0.07,6.333,0.06,0,0,0,
16:59:00 17/03/2017,30.98,30.15,7.317,7.317,240.9,250.9,261.9,3.562,4.25,4.888,4.012,74.46,995.8,0,0,0,0,0,0,
17:59:00 17/03/2017,0.7518,1.145,-0.3724,-0.3724,239.8,248,257.8,3.573,4.125,4.672,3.607,77.53,995.3,0,0,0,0,0,0,
18:59:00 17/03/2017,-2.659,-2.069,-0.5501,-0.5501,235.6,246,257.3,3.445,4.065,4.708,2.94,80.29,994.7,0,0,0,0,0,0,
19:59:00 17/03/2017,-2.648,-2.046,-0.5265,-0.5265,235.7,244.8,254.5,3.647,4.253,4.848,2.918,80.46,994.3,0,0,0,0,0,0,
20:59:00 17/03/2017,-2.502,-1.945,-0.495,-0.495,237.3,246.5,255.2,3.318,3.895,4.442,2.698,81.42,994,0,0,0,0,0,0,
21:59:00 17/03/2017,-2.533,-1.969,-0.4452,-0.4452,229.7,238.2,246.9,3.083,3.483,3.882,2.605,82.36,993.4,0,0,0,0,0,0,
22:59:00 17/03/2017,-1.292,-0.989,-0.003195,-0.003195,224.8,234.2,242.7,2.633,3.01,3.377,2.86,83.66,992.6,0,0,0,0,0,0,
23:59:00 17/03/2017,-0.7832,-0.6144,0.1095,0.1095,216.9,227.8,237.3,3.265,3.735,4.21,3.217,83.96,991.6,0,0,0,0,0,0,
00:59:00 18/03/2017,-0.6701,-0.471,-0.0374,-0.0374,215.6,224.9,233.2,3.068,3.542,3.995,3.482,84.46,990.5,0.65,42,0.6183,0,0,0,
01:59:00 18/03/2017,-0.5909,-0.2789,-0.1583,-0.1583,208,224.1,234.6,2.168,2.59,3.008,3.28,84.55,989.1,0.5,46.33,0.455,0,0,0,
02:59:00 18/03/2017,-0.5862,-0.5196,-0.0778,-0.0778,155.1,171.4,189,0.9183,1.192,1.492,2.873,85.04,987.7,0.66,57,0.61,0,0,0,
03:59:00 18/03/2017,-0.251,-0.3577,-0.1167,-0.1167,94.5,105.7,115.8,1.368,1.698,2.038,2.633,86.76,986.1,1.08,59.17,1.025,0,0,0,
04:59:00 18/03/2017,-0.1287,-0.1418,0.02086,0.02086,178.4,187.4,200,1.95,2.325,2.703,3.325,86.66,984.5,1.12,58.83,1.073,0,0,0,
05:59:00 18/03/2017,1.797,2.186,-0.1639,-0.1639,218.1,230,241.5,2.65,3.052,3.46,3.482,83.95,983.3,1.05,55,0.995,0,0,0,
06:59:00 18/03/2017,23.17,23.75,-0.05431,-0.05431,214.2,227.6,238.9,2.228,2.648,3.06,2.84,84.12,982.5,1.08,57,1.04,0,0,0,
07:59:00 18/03/2017,35.8,36.37,0.09585,0.09585,233.2,243.2,253.4,1.563,1.807,2.03,2.553,84.62,981.8,0.17,32.33,0.1283,0,0,0,
08:59:00 18/03/2017,91.65,92.54,0.3396,0.3396,274.4,278,280.8,0.9483,1.14,1.312,2.608,84.61,981.8,0.01,3.5,0.005,0,0,0,
09:59:00 18/03/2017,128.5,129.8,0.6957,0.6957,312.2,299.1,269,1.717,2.042,2.357,2.94,84.89,982.1,0.06,7.5,0.05,0,0,0,
10:59:00 18/03/2017,145.3,146.7,0.7567,0.7567,313.3,295.7,273.8,3.517,4.24,4.972,2.537,84.23,983.3,0.22,33.5,0.1833,0,0,0,
11:59:00 18/03/2017,207.6,209.4,1.109,1.109,313.7,321.6,287.6,3.788,4.667,5.492,2.735,83.99,985.2,0.1,19.17,0.07667,0,0,0,
12:59:00 18/03/2017,231.1,217.4,27.64,27.64,303.2,314.4,325.2,4.248,5.035,5.753,3.563,82.08,986.7,0.36,25.5,0.3367,0,0,0,
13:59:00 18/03/2017,203,128.4,147.9,147.9,303,314.9,314.9,4.963,6.06,7.087,4.54,72.34,987.7,0,0,0,0,0,0,
14:59:00 18/03/2017,246.4,109.5,347.8,347.8,308.7,319.7,312.8,4.668,5.658,6.665,5.522,63.86,988.8,0,0,0,0,0,0,
15:59:00 18/03/2017,156.6,60.91,407.7,407.7,310.4,323.2,306,3.74,4.46,5.335,5.4,60.31,989.8,0,0,0,0,0,0,
16:59:00 18/03/2017,82,24.31,428.1,428.1,299.6,305.7,311.7,3.597,4.295,4.95,5.088,58.85,991,0,0,0,0,0,0,
17:59:00 18/03/2017,0.5272,1.002,2.328,2.328,287.2,300.1,306.4,3.337,4.01,4.683,4.063,60.4,992,0,0,0,0,0,0,
18:59:00 18/03/2017,-3.043,-2.499,-0.5851,-0.5851,282.2,293.6,305.4,3.488,4.133,4.722,3.52,63.39,993,0,0,0,0,0,0,
19:59:00 18/03/2017,-3.081,-2.538,-0.5745,-0.5745,288.5,299.6,310,3.263,3.888,4.507,3.267,64.8,993.9,0,0,0,0,0,0,
20:59:00 18/03/2017,-3.164,-2.598,-0.5737,-0.5737,284.5,295.8,306.2,2.84,3.36,3.788,2.962,66.9,994.5,0,0,0,0,0,0,
21:59:00 18/03/2017,-3.022,-2.483,-0.563,-0.563,279.5,289.4,299.5,2.96,3.485,3.973,2.86,71.41,995.5,0,0,0,0,0,0,
22:59:00 18/03/2017,-2.986,-2.446,-0.5534,-0.5534,280.5,292.5,304.5,2.96,3.562,4.093,2.603,76.97,996.3,0,0,0,0,0,0,
23:59:00 18/03/2017,-2.995,-2.445,-0.5286,-0.5286,286.5,296.8,307.8,2.948,3.455,3.932,2.16,79.54,996.8,0,0,0,0,0,0,
00:59:00 19/03/2017,-3.141,-2.607,-0.5569,-0.5569,277.6,288,298,2.458,2.9,3.327,1.843,80.81,997.7,0,0,0,0,0,0,
01:59:00 19/03/2017,-2.947,-2.513,-0.5463,-0.5463,264.4,273.1,276.3,2.175,2.577,2.955,1.288,82.47,998.4,0,0,0,0,0,0,
02:59:00 19/03/2017,-2.864,-2.423,-0.5372,-0.5372,258,266.1,274.2,2.195,2.503,2.812,1.165,83.37,998.9,0,0,0,0,0,0,
03:59:00 19/03/2017,-3.118,-2.635,-0.5153,-0.5153,258.7,267.2,275.3,1.607,1.867,2.1,0.765,84.51,999.2,0,0,0,0,0,0,
04:59:00 19/03/2017,-2.917,-2.376,-0.4299,-0.4299,246.8,252.9,259.8,1.577,1.782,1.972,0.37,85.64,999.3,0,0,0,0,0,0,
05:59:00 19/03/2017,32.17,20.66,124.4,124.4,251.7,258.2,265.1,1.527,1.74,1.952,0.1367,86.43,999.5,0,0,0,0,0,0,
06:59:00 19/03/2017,109.8,89.23,166.8,166.8,251.8,261.4,264.6,1.232,1.438,1.632,1.218,84.59,999.7,0,0,0,0,0,0,
07:59:00 19/03/2017,147.4,145.4,12.04,12.04,230.2,238.9,247.3,0.6967,0.8317,0.965,2.188,82.15,999.5,0,0,0,0,0,0,
08:59:00 19/03/2017,180.5,180,5.856,5.856,165.9,180.4,195.8,0.8133,1,1.2,3.143,79.22,999.1,0,0,0,0,0,0,
09:59:00 19/03/2017,246.8,239.8,17.98,17.98,138.3,148.3,158.8,2.103,2.447,2.765,3.898,72.72,998.7,0,0,0,0,0,0,
10:59:00 19/03/2017,218.2,218.5,3.04,3.04,126.9,140.7,146.9,2.457,2.887,3.3,4.26,71.22,998,0,0,0,0,0,0,
11:59:00 19/03/2017,181.5,182.8,0.9712,0.9712,146.6,164.2,178.3,1.943,2.498,3.093,4.372,65.64,997.9,0,0,0,0,0,0,
12:59:00 19/03/2017,131.7,132.9,0.4452,0.4452,137.4,157.4,177.3,2.018,2.525,3.058,4.178,67.63,997.2,0,0,0,0,0,0,
13:59:00 19/03/2017,95.02,95.97,0.2829,0.2829,129.2,149.8,170.4,2.308,2.93,3.528,3.855,68.49,996.3,0,0,0,0,0,0,
14:59:00 19/03/2017,81.98,82.89,0.2798,0.2798,141.4,165.7,183.7,1.993,2.63,3.235,3.737,68.45,995.7,0.01,0.1667,0,0,0,0,
15:59:00 19/03/2017,44.6,45.3,-0.0527,-0.0527,142.9,159.5,177.1,2.613,3.368,4.147,3.565,71.42,994.8,0,2,0.003333,0,0,0,
16:59:00 19/03/2017,15.29,15.71,-0.2808,-0.2808,143.2,162.4,180.1,2.485,3.123,3.765,2.927,77.61,993.9,0.08,8.167,0.06833,0,0,0,
17:59:00 19/03/2017,0.2441,0.2556,-0.1855,-0.1855,141.1,155.8,170.5,2.847,3.493,4.125,2.288,81.59,993.5,0.01,1.333,0.001667,0,0,0,
18:59:00 19/03/2017,-0.6213,-0.7003,-0.2573,-0.2573,133.4,142.4,158.1,3.418,4.167,4.923,1.968,83.34,992.9,0,1.167,0,0,0,0,
19:59:00 19/03/2017,-0.7324,-0.7225,-0.2531,-0.2531,119.9,135.1,150.4,3.533,4.245,4.935,1.69,84.91,992.1,0.22,27.33,0.1883,0,0,0,
20:59:00 19/03/2017,-0.5262,-0.417,-0.08339,-0.08339,114.3,126.2,138.9,4.425,5.132,5.772,0.985,87.05,991.3,0.67,34.67,0.6317,0,0,0,
21:59:00 19/03/2017,-0.06356,-0.1711,0.04131,0.04131,113.9,125.1,137.9,3.21,3.773,4.338,1.572,87.29,991.3,1.13,51.17,1.088,0,0,0,
22:59:00 19/03/2017,0.01747,-0.176,0.1058,0.1058,116.1,129.4,142.8,1.56,1.82,2.11,2.128,87.72,991.4,0.04,10.5,0.02833,0,0,0,
23:59:00 19/03/2017,-0.04652,-0.31,0.06499,0.06499,106,118.5,129.2,1.067,1.257,1.445,2.553,88,991.5,0,0,0,0,0,0,
00:59:00 20/03/2017,-0.04015,-0.3475,0.1441,0.1441,127.7,133,138.9,0.8117,0.9983,1.225,2.605,88.33,991.8,0,0,0,0,0,0,
01:59:00 20/03/2017,0.1104,-0.2048,0.2943,0.2943,218.6,224.1,235.8,1.005,1.202,1.388,3.025,88.58,992.2,0,0,0,0,0,0,
02:59:00 20/03/2017,0.09534,-0.0544,0.3112,0.3112,252,260.6,263.5,1.883,2.18,2.458,3.578,88.82,992.4,0,0,0,0,0,0,
03:59:00 20/03/2017,0.01842,-0.1055,0.2403,0.2403,277.7,289.1,301,2.85,3.427,4.062,4.513,88.29,993,0,0,0,0,0,0,
04:59:00 20/03/2017,0.05526,-0.1726,0.1977,0.1977,257.7,270.3,282.6,3.115,3.798,4.457,4.987,84.7,993.5,0,0,0,0,0,0,
05:59:00 20/03/2017,11.85,11.85,0.1735,0.1735,262.7,273.2,283,2.873,3.357,3.807,5.047,83.6,994.1,0,0,0,0,0,0,
06:59:00 20/03/2017,42.73,43,0.3807,0.3807,259.5,269.5,280.1,2.69,3.15,3.578,5.255,82.6,994.7,0,0,0,0,0,0,
07:59:00 20/03/2017,93.46,94.06,1.451,1.451,260.5,271.2,281.3,2.377,2.762,3.127,5.523,82.33,995.2,0,0.1667,0,0,0,0,
