Time(utc),GHI,DHI,DNI,LWD,wind_dir_min,wind_dir_avg,wind_dir_max,wind_speed_min,wind_speed_avg,wind_speed_max,air_temperature,relative_humidity,air_pressure,rain_accumulation,rain_duration,rain_intensity,hail_accumulation,hail_duration,hail_intensity,
22:59:00 16/09/2017,-0.5068,-0.4321,-0.03022,-0.03022,128.5,140,152.4,0.8483,1.027,1.208,11.45,87.18,1007,0,0,0,0,0,0,
23:59:00 16/09/2017,-2.092,-2.649,-0.5223,-0.5223,101.2,97.88,106.5,0.7733,0.9233,1.085,11.52,86.75,1007,0,0,0,0,0,0,
00:59:00 17/09/2017,-1.383,-1.114,-0.1701,-0.1701,76.17,83.05,89.87,0.4717,0.5883,0.6983,10.75,89.34,1007,0,0,0,0,0,0,
01:59:00 17/09/2017,-1.856,-1.566,-0.3113,-0.3113,65.38,74.08,83.08,0.6,0.7367,0.8767,10.59,90.17,1007,0,0,0,0,0,0,
02:59:00 17/09/2017,-0.6352,-0.6554,-0.1123,-0.1123,75.87,60.98,52.22,0.81,0.9617,1.102,10.65,90.39,1007,0,0,0,0,0,0,
03:59:00 17/09/2017,-0.5788,-0.5151,-0.05582,-0.05582,100.2,109.2,117.8,1.213,1.428,1.62,10.77,89.48,1007,0.23,6.667,0.22,0,0,0,
04:59:00 17/09/2017,0.3912,0.4386,-0.2035,-0.2035,85.03,90.3,101,1.063,1.297,1.528,10.73,85.9,1007,0.43,36,0.3967,0,0,0,
05:59:00 17/09/2017,39.12,31.5,60.93,60.93,128,135.8,154.4,0.5683,0.725,0.89,10.56,85.87,1008,0.88,28.67,0.8417,0,0,0,
06:59:00 17/09/2017,130.7,100.6,23.05,23.05,110.4,122.8,135.5,0.705,0.9033,1.085,11.98,84.92,1008,0.12,12.17,0.11,0,0,0,
07:59:00 17/09/2017,133.2,115.4,62.26,62.26,99.8,109.6,119.5,1.275,1.532,1.753,12.23,84.19,1008,0,0,0,0,0,0,
08:59:00 17/09/2017,280,106.1,362.8,362.8,74.07,83.83,94.67,0.75,0.9133,1.093,12.26,81.71,1008,0,0,0,0,0,0,
09:59:00 17/09/2017,548.3,139.7,772.7,772.7,124.8,134.2,144.6,0.985,1.23,1.455,15.2,66.4,1008,0,0,0,0,0,0,
10:59:00 17/09/2017,182.2,94.72,163.6,163.6,160.4,162,181.7,1.022,1.257,1.5,15.15,65.82,1008,0.23,6,0.2267,0,0,0,
11:59:00 17/09/2017,23.75,24.67,-0.3073,-0.3073,173.1,189.5,209.2,1.378,1.653,1.965,11.71,80.85,1008,8.08,55.67,8.017,0,0,0,
12:59:00 17/09/2017,461.4,219,408.3,408.3,71.75,81.05,90.28,1.192,1.44,1.675,12.2,80.58,1008,1.7,28.33,1.683,0,0,0,
13:59:00 17/09/2017,418.4,120.7,619.1,619.1,118.9,133.1,146.3,1.482,1.85,2.212,14.15,67.46,1008,0,0,0,0,0,0,
14:59:00 17/09/2017,329.9,68.18,707.5,707.5,115.6,127.2,139.1,1.595,1.893,2.237,14.01,63.53,1007,0,0,0,0,0,0,
15:59:00 17/09/2017,135.7,57.34,296.3,296.3,97.02,105.9,114.1,1.168,1.357,1.548,13.84,64.83,1007,0,0,0,0,0,0,
16:59:00 17/09/2017,50.89,24.22,193.1,193.1,117.9,128.6,139.8,0.5067,0.6317,0.76,13.04,72.27,1007,0,0,0,0,0,0,
17:59:00 17/09/2017,-0.5152,0.005502,1.975,1.975,170.8,178.1,185.7,0.5583,0.65,0.7317,11.37,81.7,1007,0,0,0,0,0,0,
18:59:00 17/09/2017,-3.281,-2.746,-0.6099,-0.6099,124.3,128.4,114.3,0.5117,0.6283,0.7467,9.908,87.57,1007,0,0,0,0,0,0,
19:59:00 17/09/2017,-2.818,-2.461,-0.7104,-0.7104,168.6,165.6,169.1,0.3367,0.425,0.515,9.313,88.09,1008,0,0,0,0,0,0,
20:59:00 17/09/2017,-2.261,-2.034,-0.7134,-0.7134,247.4,254.1,254.4,0.7283,0.8283,0.9367,8.8,89.08,1007,0,0,0,0,0,0,
21:59:00 17/09/2017,-2.735,-2.43,-0.7581,-0.7581,232.6,240.6,241.8,0.4267,0.5217,0.61,8.428,89.27,1007,0,0,0,0,0,0,
22:59:00 17/09/2017,-2.193,-1.964,-0.6549,-0.6549,252.3,257,261.6,0.7317,0.825,0.9133,8.417,89.67,1007,0,0,0,0,0,0,
23:59:00 17/09/2017,-1.958,-1.697,-0.6731,-0.6731,245.2,250.2,255.5,1.055,1.172,1.295,8.482,87.49,1007,0,0,0,0,0,0,
00:59:00 18/09/2017,-2.146,-1.935,-0.7686,-0.7686,261,267.3,273.7,1.295,1.473,1.645,8.205,88.56,1007,0,0,0,0,0,0,
01:59:00 18/09/2017,-1.996,-1.792,-0.8634,-0.8634,260.3,267.5,274.9,1.098,1.253,1.407,8.232,89.41,1006,0,0,0,0,0,0,
02:59:00 18/09/2017,-2.26,-2.036,-0.8066,-0.8066,242.8,244,245.6,0.915,1.06,1.23,8.67,89.46,1006,0,0,0,0,0,0,
03:59:00 18/09/2017,-1.364,-1.245,-0.5787,-0.5787,274.3,288.7,301.1,1.827,2.202,2.577,8.588,90.01,1006,0,0,0,0,0,0,
04:59:00 18/09/2017,0.4287,0.5719,-0.3842,-0.3842,289.3,299.2,311.2,1.807,2.2,2.527,8.16,90.47,1006,0,0,0,0,0,0,
05:59:00 18/09/2017,25.58,21.69,7.205,7.205,298,300,308,1.9,2.2,2.4,8.267,90.92,1006,0,0,0,0,0,0,
06:59:00 18/09/2017,88.38,71.54,20.11,20.11,273.9,286.3,300.3,1.46,1.737,1.98,8.95,90.89,1006,0,0,0,0,0,0,
07:59:00 18/09/2017,259,149,114,114,263.4,276.1,288.6,1.208,1.46,1.713,10.52,90.61,1006,0,0,0,0,0,0,
08:59:00 18/09/2017,315.5,214.1,189.7,189.7,265.8,274.3,278.3,1.048,1.303,1.532,12.87,83.98,1006,0,0,0,0,0,0,
09:59:00 18/09/2017,350,240.6,214.3,214.3,288.4,289.5,284.8,1.175,1.43,1.68,14.5,74.02,1006,0,0,0,0,0,0,
10:59:00 18/09/2017,549.4,216.3,587.6,587.6,299.4,285.1,257.2,1.42,1.765,2.1,15.6,62,1006,0,0,0,0,0,0,
11:59:00 18/09/2017,449.1,57.76,415.6,415.6,284.3,283.2,280.8,1.333,1.68,1.99,15.98,57.23,1006,0,0,0,0,0,0,
12:59:00 18/09/2017,462.4,194.8,299.6,299.6,268,279.9,286.5,1.403,1.752,2.097,16.46,54.72,1006,0,0,0,0,0,0,
13:59:00 18/09/2017,363.6,254.9,239.3,239.3,287.5,301.2,307,1.712,2.112,2.535,16.36,56.81,1006,0,0,0,0,0,0,
14:59:00 18/09/2017,176.9,172.9,23.46,23.46,294.8,301.6,296.7,1.612,1.925,2.252,15.57,62.45,1007,0,0,0,0,0,0,
15:59:00 18/09/2017,122.8,117.9,30.46,30.46,292.1,302.6,312.7,1.755,2.087,2.41,14.85,63.62,1007,0,0,0,0,0,0,
16:59:00 18/09/2017,39.86,40.9,2.82,2.82,281.6,294.2,307,1.177,1.423,1.67,13.89,72.42,1007,0,0,0,0,0,0,
17:59:00 18/09/2017,-1.102,-0.4196,-0.6623,-0.6623,269.3,279.2,290.4,0.8233,0.9917,1.185,12.93,78.51,1007,0,0,0,0,0,0,
18:59:00 18/09/2017,-2.659,-2.178,-0.754,-0.754,248.9,255.6,262.5,0.9817,1.125,1.275,12.14,83.73,1007,0,0,0,0,0,0,
19:59:00 18/09/2017,-2.52,-2.048,-0.7201,-0.7201,237.1,245.3,253.5,1.147,1.34,1.543,11.65,85.28,1007,0,0,0,0,0,0,
20:59:00 18/09/2017,-2.633,-2.223,-0.907,-0.907,247.8,257.8,268.8,1.282,1.51,1.732,11.16,85.38,1007,0,0,0,0,0,0,
21:59:00 18/09/2017,-2.457,-2.043,-0.7947,-0.7947,248.9,257.6,265.6,1.05,1.243,1.45,10.82,86.28,1007,0,0,0,0,0,0,
22:59:00 18/09/2017,-2.433,-1.982,-0.7769,-0.7769,240,248.1,256,1.688,1.913,2.143,10.66,86.1,1007,0,0,0,0,0,0,
23:59:00 18/09/2017,-2.665,-2.179,-0.7692,-0.7692,242.5,251,259.4,1.178,1.355,1.553,10.33,86.73,1007,0,0,0,0,0,0,
00:59:00 19/09/2017,-2.158,-1.716,-0.701,-0.701,243.7,252.4,260.7,1.56,1.767,1.995,10.29,87.17,1006,0,0,0,0,0,0,
01:59:00 19/09/2017,-2.175,-1.782,-0.6831,-0.6831,242.6,250.2,258.2,1.812,2.032,2.268,10.04,88.33,1006,0,0,0,0,0,0,
02:59:00 19/09/2017,-2.012,-1.701,-0.6946,-0.6946,241.5,250.4,259.5,1.602,1.843,2.093,9.915,89.39,1006,0,0,0,0,0,0,
03:59:00 19/09/2017,-2.118,-1.807,-0.7799,-0.7799,251,261.2,271.2,1.232,1.43,1.632,9.837,90.1,1006,0,0,0,0,0,0,
04:59:00 19/09/2017,-0.188,0.138,-0.6741,-0.6741,239,247.5,256,1.57,1.782,1.987,10,90.38,1006,0,0,0,0,0,0,
05:59:00 19/09/2017,55.12,44.3,20.41,20.41,234.6,244.4,254.7,1.97,2.295,2.61,10.13,90.27,1006,0,0,0,0,0,0,
06:59:00 19/09/2017,160.8,89.7,127.4,127.4,231.4,243.4,255.5,2.477,2.915,3.338,10.89,88.86,1006,0,0,0,0,0,0,
07:59:00 19/09/2017,322.9,95.74,626,626,239.1,251.2,265.2,2.553,3.15,3.722,12.62,82.71,1006,0,0,0,0,0,0,
08:59:00 19/09/2017,262.2,198.1,153.1,153.1,219.3,232.2,244.3,2.442,3.018,3.575,12.24,65.65,888.6,0,0,0,0,0,0,
09:59:00 19/09/2017,454.4,244.1,412.1,412.1,246.4,262.2,277.1,2.848,3.542,4.18,14.78,70.56,1006,0,0,0,0,0,0,
10:59:00 19/09/2017,257.2,229.2,55.19,55.19,245.8,264.8,284.4,2.48,3.12,3.748,15.13,67.84,1006,0,0,0,0,0,0,
11:59:00 19/09/2017,317.3,37.24,217.8,217.8,235.6,251.1,256.1,2.533,3.122,3.717,14.43,59.65,938.9,0.31,4.167,0.3033,0,0,0,
12:59:00 19/09/2017,178.2,94.13,31.12,31.12,253.3,267.2,275.9,1.91,2.365,2.81,13.77,77.48,1006,3.22,20.83,3.198,0,0,0,
13:59:00 19/09/2017,129.9,114.9,31.49,31.49,241.6,255.4,261.8,1.458,1.698,1.955,13.63,80.57,1006,0.61,7.5,0.5983,0,0,0,
14:59:00 19/09/2017,137.4,118.8,54.32,54.32,250.8,264.3,272.1,1.208,1.467,1.725,14.12,77.86,1006,0.04,1.833,0.03833,0,0,0,
15:59:00 19/09/2017,68.44,69.37,0.2473,0.2473,246.9,260.4,273.9,1.543,1.858,2.185,14.18,74.73,1006,0.01,1.833,0.006667,0,0,0,
16:59:00 19/09/2017,34.07,34.47,-0.06564,-0.06564,245.1,257.2,269.1,2.335,2.79,3.207,13.79,73.62,1006,0.02,2.833,0.01833,0,0,0,
17:59:00 19/09/2017,0.1854,0.4808,-0.4122,-0.4122,241.9,255,268.6,1.957,2.395,2.837,13.4,73.92,1006,0,0.5,0,0,0,0,
18:59:00 19/09/2017,-1.817,-1.335,-0.4287,-0.4287,215.1,226.5,237.4,1.625,1.907,2.193,12.95,75.45,1006,0,0.6667,0.001667,0,0,0,
19:59:00 19/09/2017,-1.597,-1.203,-0.3521,-0.3521,214,226.7,239.2,2.092,2.53,2.962,12.83,77.48,1006,0,0,0,0,0,0,
20:59:00 19/09/2017,-1.54,-1.228,-0.351,-0.351,220.7,231,241.3,2.812,3.288,3.815,12.65,78.5,1006,0,1.333,0.001667,0,0,0,
21:59:00 19/09/2017,-1.735,-1.445,-0.8113,-0.8113,220.5,230.6,241.6,3.168,3.657,4.185,12.32,82.35,1006,0.21,21.17,0.165,0,0,0,
22:59:00 19/09/2017,-0.4509,-0.3901,-0.5505,-0.5505,221.2,232.9,244.2,2.977,3.563,4.148,11.92,85.87,1006,0.47,39.67,0.4367,0,0,0,
23:59:00 19/09/2017,-0.2777,-0.2479,-0.274,-0.274,224.7,235.5,246.8,3.12,3.733,4.317,11.44,88,1006,0,0.8333,0.001667,0,0,0,
00:59:00 20/09/2017,-0.2037,-0.1922,-0.146,-0.146,221.7,233.9,244.9,2.433,2.872,3.325,11.31,88.94,1006,0,0,0,0,0,0,
01:59:00 20/09/2017,-0.24,-0.2174,-0.09403,-0.09403,233.3,243.9,254.6,2.207,2.557,2.898,11.44,89.45,1006,0.01,0.8333,0.003333,0,0,0,
02:59:00 20/09/2017,-0.1911,-0.1588,-0.05151,-0.05151,230.5,241,251,1.727,2.01,2.282,11.63,89.84,1006,0,0,0,0,0,0,
03:59:00 20/09/2017,-0.5752,-0.4993,-0.1888,-0.1888,241.9,252.5,262.9,1.837,2.175,2.515,11.7,89.91,1006,0,0,0,0,0,0,
04:59:00 20/09/2017,0.4498,0.5229,-0.1444,-0.1444,242.6,253.6,263.4,1.662,1.953,2.228,11.74,89.75,1006,0,0,0,0,0,0,
05:59:00 20/09/2017,25.35,25.96,-0.006928,-0.006928,247.6,259.8,272.2,1.52,1.768,2.043,11.48,89.9,1006,0,0,0,0,0,0,
06:59:00 20/09/2017,99.04,97.89,11.96,11.96,247.3,256.3,265.8,1.563,1.817,2.085,11.56,90.07,1007,0,0,0,0,0,0,
07:59:00 20/09/2017,173.7,162.3,44.12,44.12,248.2,255.6,269.2,1.252,1.503,1.745,12.36,88.11,1007,0,0,0,0,0,0,
08:59:00 20/09/2017,318.2,146.9,380.7,380.7,253.2,261,273.5,1.232,1.442,1.67,13.82,79.37,1007,0,0,0,0,0,0,
09:59:00 20/09/2017,507.4,114.2,759.4,759.4,253.2,267.4,280.8,1.745,2.117,2.492,15.08,68.49,1008,0,0,0,0,0,0,
10:59:00 20/09/2017,512.7,96.09,745.7,745.7,267.9,281.3,295.1,1.857,2.267,2.69,15.56,63.68,1008,0,0,0,0,0,0,
11:59:00 20/09/2017,565.2,70.38,886.2,886.2,281.4,292.9,297.5,1.998,2.412,2.838,15.97,58.11,1008,0,0,0,0,0,0,
12:59:00 20/09/2017,515.9,73.23,843.9,843.9,269.6,284.1,291.8,1.955,2.383,2.77,16.31,54.68,1008,0,0,0,0,0,0,
13:59:00 20/09/2017,366.3,91.57,618.3,618.3,263.1,279.9,284.3,1.838,2.255,2.673,16.1,57.8,1009,0,0,0,0,0,0,
14:59:00 20/09/2017,265.5,79.93,537.8,537.8,273.8,291.6,302.8,1.747,2.22,2.648,15.66,61.27,1009,0,0,0,0,0,0,
15:59:00 20/09/2017,189.2,40,643.3,643.3,298.5,304.7,315.7,2.03,2.372,2.723,15.07,64.37,1009,0,0,0,0,0,0,
16:59:00 20/09/2017,55.64,19.72,312.2,312.2,292.3,307.1,296.9,1.29,1.552,1.808,14.04,67.12,1010,0,0,0,0,0,0,
17:59:00 20/09/2017,-0.4332,-2.213,-0.9141,-0.9141,281.7,286.2,266.3,0.51,0.6383,0.7667,12.3,73.99,1010,0,0,0,0,0,0,
18:59:00 20/09/2017,-3.014,-2.806,-1.028,-1.028,295.5,304.6,314.7,0.5583,0.6867,0.805,10.95,80.66,1011,0,0,0,0,0,0,
19:59:00 20/09/2017,-2.705,-2.233,-0.6509,-0.6509,205.4,213.8,221.4,0.2017,0.28,0.3533,9.867,85.39,1011,0,0,0,0,0,0,
20:59:00 20/09/2017,-1.821,-1.474,-0.4084,-0.4084,213.5,218.8,229,0.3083,0.385,0.46,9.518,87.59,1011,0,0,0,0,0,0,
21:59:00 20/09/2017,-1.851,-1.532,-0.4786,-0.4786,203.5,209.2,215.1,0.8267,0.9367,1.045,9.618,86.89,1011,0,0,0,0,0,0,
22:59:00 20/09/2017,-0.7498,-0.5835,-0.09742,-0.09742,165.7,172.3,179.4,0.4917,0.5883,0.6917,9.325,87.9,1012,0,0,0,0,0,0,
23:59:00 20/09/2017,0.3673,0.3323,0.1197,0.1197,162.6,170,181,0.2983,0.4017,0.4983,10.16,87.03,1012,0,0,0,0,0,0,
00:59:00 21/09/2017,-0.1692,-0.03473,-0.04809,-0.04809,180.8,187.4,200.6,0.4267,0.5817,0.7283,11.1,84.21,1012,0.03,2.167,0.02667,0,0,0,
01:59:00 21/09/2017,-0.4724,-0.3689,-0.2789,-0.2789,179.9,203.4,221.7,0.41,0.5933,0.7717,11.26,86.07,1012,0.37,31,0.3317,0,0,0,
02:59:00 21/09/2017,-0.4254,-0.3809,-0.1954,-0.1954,204.8,220.5,235,0.6983,0.9167,1.128,11.41,87.88,1012,0.1,19.33,0.07167,0,0,0,
03:59:00 21/09/2017,-0.5383,-0.4478,-0.1889,-0.1889,233.6,242,250.4,1.485,1.713,1.933,11.69,89.03,1012,0,0,0,0,0,0,
04:59:00 21/09/2017,0.02486,0.1141,-0.1492,-0.1492,252.6,265.4,277.4,1.16,1.418,1.672,11.92,89.98,1013,0,1.833,0,0,0,0,
05:59:00 21/09/2017,20.29,20.82,-0.05702,-0.05702,278.4,293.7,260.7,0.8917,1.073,1.25,12.04,90.17,1013,0,0,0,0,0,0,
06:59:00 21/09/2017,42.33,43.49,0.09263,0.09263,197.8,188.1,184.8,0.49,0.6333,0.7733,11.92,89.35,1014,0,0,0,0,0,0,
07:59:00 21/09/2017,158,146.9,36.62,36.62,69.47,68.05,78.38,0.6917,0.8583,1.015,12.47,87.52,1014,0,0,0,0,0,0,
08:59:00 21/09/2017,360.2,190.5,385.3,385.3,79.15,75.45,82.95,1.22,1.423,1.613,13.47,78.96,1014,0,0,0,0,0,0,
09:59:00 21/09/2017,409.7,293.9,244.6,244.6,77.03,86.2,95.05,1.513,1.783,2.042,14.06,72.76,1014,0,0,0,0,0,0,
10:59:00 21/09/2017,460.7,205,468.3,468.3,89.57,99.63,103.6,1.192,1.42,1.648,14.49,69.92,1014,0,0,0,0,0,0,
11:59:00 21/09/2017,526.6,230,550.2,550.2,87.63,93.28,99.52,1.653,1.943,2.24,15.05,67.44,1014,0,0,0,0,0,0,
12:59:00 21/09/2017,498,87.68,795.9,795.9,88.9,86.18,89.82,1.693,1.95,2.232,15.08,64.99,1014,0,0,0,0,0,0,
13:59:00 21/09/2017,429.2,90.62,763.6,763.6,83.23,76.22,85.12,1.618,1.898,2.187,15.41,63.58,1015,0,0,0,0,0,0,
14:59:00 21/09/2017,310.8,75.56,681.2,681.2,84.97,74.37,83.53,1.575,1.925,2.267,15.62,61.58,1015,0,0,0,0,0,0,
15:59:00 21/09/2017,142.5,43.49,462.8,462.8,92.52,72.45,69.45,1.333,1.647,1.96,15.28,66.09,1015,0,0,0,0,0,0,
16:59:00 21/09/2017,49.8,17.87,295.4,295.4,185.3,106.9,92.93,1.028,1.337,1.633,14.23,70.45,1015,0,0,0,0,0,0,
17:59:00 21/09/2017,-0.2452,-2.115,2.524,2.524,236.5,213.2,154.6,0.68,0.8467,1.02,12.65,75.86,1015,0,0,0,0,0,0,
18:59:00 21/09/2017,-1.75,-3.127,-0.7196,-0.7196,100.5,86.6,78.47,0.87,1.043,1.222,11.31,82.11,1015,0,0,0,0,0,0,
19:59:00 21/09/2017,-3.477,-3.014,-0.5554,-0.5554,60.22,68.13,75.23,1.39,1.618,1.837,11.41,80.86,1016,0,0,0,0,0,0,
20:59:00 21/09/2017,-2.363,-3.225,-0.7114,-0.7114,59,66.57,73.92,0.8383,0.9917,1.142,10.74,82.78,1016,0,0,0,0,0,0,
21:59:00 21/09/2017,-3.275,-2.83,-0.633,-0.633,69.13,74.07,79.45,0.685,0.8667,1.045,10.16,85.58,1016,0,0,0,0,0,0,
22:59:00 21/09/2017,-2.951,-2.586,-0.6012,-0.6012,124.1,118.5,113.2,0.5133,0.6117,0.715,9.45,87.34,1016,0,0,0,0,0,0,
23:59:00 21/09/2017,-2.219,-2.083,-0.433,-0.433,169.2,152.6,124.3,0.815,0.9467,1.082,9.072,89.19,1016,0,0,0,0,0,0,
00:59:00 22/09/2017,-2.6,-2.382,-0.5475,-0.5475,137.9,109.6,78.18,0.49,0.6417,0.795,9.013,89.34,1016,0,0,0,0,0,0,
01:59:00 22/09/2017,-1.384,-1.366,-0.2865,-0.2865,169.9,166.6,155.8,0.7833,0.915,1.062,9.297,90.19,1016,0,0,0,0,0,0,
02:59:00 22/09/2017,-2.186,-1.971,-0.4403,-0.4403,194.7,175.6,137,0.645,0.8233,1.018,8.948,90.28,1015,0,0,0,0,0,0,
03:59:00 22/09/2017,-2.183,-1.952,-0.3905,-0.3905,62.7,73.35,78.43,1.008,1.228,1.44,9.075,90.65,1015,0,0,0,0,0,0,
04:59:00 22/09/2017,-1.273,-1.157,-0.4603,-0.4603,170.2,139.9,104.2,0.66,0.84,1.042,9.217,90.43,1015,0,0,0,0,0,0,
05:59:00 22/09/2017,41.62,22.24,53.67,53.67,267.3,252.1,164.9,0.7917,1.037,1.312,9.243,90.37,1015,0,0,0,0,0,0,
06:59:00 22/09/2017,157.9,58.25,238.5,238.5,121.8,70.55,69.5,0.8333,1.112,1.353,10.24,89.09,1015,0,0,0,0,0,0,
07:59:00 22/09/2017,282.9,98.37,555.2,555.2,65.88,68.97,72.73,1.25,1.612,1.937,12.17,82.8,1015,0,0,0,0,0,0,
08:59:00 22/09/2017,205.2,172.8,94.96,94.96,156.3,103.5,67.82,1.258,1.7,2.078,13.02,78.21,1015,0,0,0,0,0,0,
09:59:00 22/09/2017,380.3,292.4,184,184,132.8,120.7,108,1.472,1.895,2.377,13.56,76.64,1015,0,0,0,0,0,0,
10:59:00 22/09/2017,412.1,329.9,166.3,166.3,147.5,77.6,83.72,1.667,2.113,2.547,14.43,73.07,1015,0,0,0,0,0,0,
11:59:00 22/09/2017,126.2,129.8,0.6329,0.6329,119.7,81.55,67.23,1.425,1.742,2.057,14.21,74.83,1015,0,0,0,0,0,0,
12:59:00 22/09/2017,147.1,150.6,1.016,1.016,158.2,108.7,78.33,1.255,1.562,1.897,13.97,76.65,1015,0,0,0,0,0,0,
13:59:00 22/09/2017,72.49,74.51,-0.09766,-0.09766,166.9,112.2,71.67,1.045,1.337,1.625,13.63,79.51,1015,0.04,5.333,0.02833,0,0,0,
14:59:00 22/09/2017,51.91,53.29,-0.475,-0.475,226.8,214.8,161.1,0.9317,1.215,1.477,13.08,84.79,1015,0.01,3.5,0.005,0,0,0,
15:59:00 22/09/2017,25.25,26.04,-0.2059,-0.2059,288.5,290.6,261,0.8283,1.027,1.212,12.98,86.24,1015,0,0,0,0,0,0,
16:59:00 22/09/2017,7.568,7.982,-0.1403,-0.1403,285.9,300,295.1,0.6833,0.87,1.057,12.73,87.27,1015,0,0,0,0,0,0,
17:59:00 22/09/2017,-0.5419,-0.3229,-0.0809,-0.0809,299.9,305.3,298.7,0.6583,0.8383,1.008,12.7,87.92,1015,0,0,0,0,0,0,
18:59:00 22/09/2017,-0.6504,-0.5112,-0.08768,-0.08768,288.8,299,303.1,0.575,0.7267,0.8733,12.7,88.41,1015,0,0,0,0,0,0,
19:59:00 22/09/2017,-0.6338,-0.5347,-0.1621,-0.1621,279.5,289.4,298.8,0.6733,0.82,0.9683,12.69,88.88,1015,0,0,0,0,0,0,
20:59:00 22/09/2017,-1.42,-1.221,-0.3622,-0.3622,289.4,287.4,284.8,0.7033,0.86,1.01,12.47,89.58,1015,0,0,0,0,0,0,
21:59:00 22/09/2017,-1.315,-1.151,-0.3701,-0.3701,278.5,276.9,286.6,0.6683,0.8017,0.9167,11.96,90.17,1016,0,0,0,0,0,0,
22:59:00 22/09/2017,-2.023,-1.732,-0.4888,-0.4888,299.4,298.4,301.8,0.5767,0.7017,0.825,11.56,90.57,1016,0,0,0,0,0,0,
23:59:00 22/09/2017,-1.042,-0.8728,-0.3371,-0.3371,249.6,258.2,266.2,0.9283,1.085,1.223,11.16,90.83,1016,0,0,0,0,0,0,
00:59:00 23/09/2017,0.1473,0.1227,0.03236,0.03236,246.6,256.8,266.6,0.805,0.955,1.107,11.6,91.2,1016,0,0,0,0,0,0,
01:59:00 23/09/2017,-0.07229,-0.06687,0.03724,0.03724,267.8,279.7,286.1,0.6633,0.8217,0.9767,12.03,91.19,1016,0,0,0,0,0,0,
02:59:00 23/09/2017,-0.2315,-0.1915,0.04123,0.04123,243.5,253.8,244.1,0.3833,0.49,0.5967,12.22,91.2,1016,0,0,0,0,0,0,
03:59:00 23/09/2017,-0.5452,-0.4474,-0.02606,-0.02606,265.4,275.5,285.5,0.8783,1.068,1.238,12.11,91.14,1016,0,0,0,0,0,0,
04:59:00 23/09/2017,0.06138,0.1427,0.02383,0.02383,261.1,268,281.7,0.77,0.9617,1.152,11.98,91.11,1017,0,0,0,0,0,0,
05:59:00 23/09/2017,18.5,18.97,0.1405,0.1405,262.1,273.4,284.9,0.4817,0.6017,0.7367,11.84,91.26,1017,0,0,0,0,0,0,
06:59:00 23/09/2017,56.91,58.11,0.421,0.421,257.2,270.2,277.3,0.6033,0.7433,0.8833,12.24,91.31,1018,0,0,0,0,0,0,
07:59:00 23/09/2017,124.6,126.9,3.066,3.066,295.8,300.5,304.3,0.6267,0.7983,0.9617,12.99,91.07,1018,0,0,0,0,0,0,
08:59:00 23/09/2017,175.8,178.7,5.206,5.206,173.8,142.1,134,0.7667,0.9683,1.165,13.89,85.99,1018,0,0,0,0,0,0,
09:59:00 23/09/2017,169.8,174.1,0.926,0.926,103.3,94.15,90.33,1.25,1.49,1.722,14.25,82.75,1018,0,0,0,0,0,0,
10:59:00 23/09/2017,298.1,304,3.468,3.468,200.6,190.6,163,1.097,1.353,1.627,15.18,76.55,1018,0,0,0,0,0,0,
11:59:00 23/09/2017,209.2,214.5,1.405,1.405,168.2,163.3,157.8,1.443,1.748,2.027,15.75,74.78,1018,0,0,0,0,0,0,
12:59:00 23/09/2017,229.7,235.6,1.776,1.776,102.9,73.92,72,1.527,1.908,2.263,15.5,77.23,1018,0,0,0,0,0,0,
13:59:00 23/09/2017,164.1,167.8,2.275,2.275,100.6,69.75,77.25,1.382,1.748,2.12,15.55,76.58,1018,0,0,0,0,0,0,
14:59:00 23/09/2017,53.03,54.47,0.2792,0.2792,209.4,166.6,122.7,1.325,1.662,1.982,15.13,79.56,1018,0,0,0,0,0,0,
15:59:00 23/09/2017,27.93,28.78,0.08482,0.08482,256.9,213.5,159.9,0.84,1.032,1.225,15,81.21,1018,0,0,0,0,0,0,
16:59:00 23/09/2017,8.793,9.245,-0.09667,-0.09667,263.4,189.2,141.3,0.805,1.023,1.265,14.88,82.26,1018,0,0,0,0,0,0,
17:59:00 23/09/2017,-0.3858,-0.1604,-0.1525,-0.1525,267.8,230.9,140.6,0.935,1.217,1.487,14.55,85.1,1018,0,0,0,0,0,0,
18:59:00 23/09/2017,-0.866,-0.6707,-0.1181,-0.1181,220.1,170.6,137.1,0.8833,1.083,1.295,14.27,86.89,1018,0,0,0,0,0,0,
19:59:00 23/09/2017,-0.6925,-0.5527,-0.09337,-0.09337,227.2,199.4,152,0.7417,0.9417,1.142,14.2,87.24,1018,0,0,0,0,0,0,
20:59:00 23/09/2017,-0.6912,-0.5529,-0.09424,-0.09424,236.5,187.2,101.8,0.77,0.9817,1.19,14.12,87.73,1018,0,0,0,0,0,0,
21:59:00 23/09/2017,-0.6618,-0.5834,-0.161,-0.161,237.3,155.9,126.8,0.6467,0.83,1.03,14.11,88.2,1018,0.01,1.667,0.008333,0,0,0,
22:59:00 23/09/2017,-0.5689,-0.5053,-0.1115,-0.1115,109.6,61.82,56.5,0.6783,0.86,1.057,14.2,88.53,1018,0,0,0,0,0,0,
23:59:00 23/09/2017,-0.3627,-0.2917,-0.05471,-0.05471,181.4,138.4,64.38,0.6467,0.8417,1.042,14.18,90.01,1017,0,0,0,0,0,0,
